Comment|Post
39450|89038
188181|39622
175882|2013
188184|75168
30494|77267
42331|8190
188184|22928
154587|46267
188186|89122
61542|74869
126889|81537
188187|36601
188187|93059
140454|59282
188190|9428
188195|27310
188196|56589
165312|82707
188199|57942
188202|30813
188206|37871
70187|90555
188206|34529
188207|43306
149681|98934
188212|3403
188213|93335
157947|25604
188215|27120
188218|51505
188219|24456
188221|32406
64209|57991
183194|44318
188224|51246
50174|80727
104394|97178
188230|99952
183238|48503
188230|38269
188233|10687
188234|84954
25234|26781
152970|47026
188234|24714
172338|22542
188234|36083
188236|92083
64475|44956
92654|27983
108515|76134
141548|47837
188239|17830
168464|70157
177004|21569
188241|51265
188243|73744
188243|88191
188244|75142
29350|74976
188245|11132
188246|84112
180565|90728
188246|52922
188247|65643
188247|75115
188247|38594
22099|11370
42528|75017
141610|82631
188247|22368
188247|9536
146110|85936
188251|85250
77132|25244
118687|92759
188252|9187
126266|57239
126558|91830
188255|7060
76631|84004
188255|86459
188261|49736
53184|8493
188262|93999
34139|55046
188262|75139
188270|99345
29308|94391
115698|23720
174655|63392
188272|19669
136671|98030
188272|27312
114357|51110
178607|97156
188274|92662
7993|12599
181020|54187
188276|67688
188277|60609
188277|6360
188279|57458
47874|20724
56911|8007
95788|15959
159452|73546
188282|10269
105066|56350
156605|56182
188282|91405
145602|90927
188284|66278
188284|70292
188288|63693
8674|49024
128460|18062
188291|64955
188295|38022
24262|55791
188298|46652
188301|29038
188301|50185
38955|39092
188307|32172
101497|31615
176903|55769
188307|4756
85516|67676
87127|94434
188308|66044
8939|60921
105049|27080
188310|71864
25883|79166
163569|80965
188311|71639
59718|8783
102754|75673
188314|28164
188318|91628
188321|8368
75567|16743
188323|82065
2631|87797
74002|16389
118793|79234
188326|98274
188329|63125
81223|82598
188329|58130
188332|26982
188334|76986
171557|2899
188334|26181
188336|38966
23069|73938
188337|42894
126304|92646
168070|25233
188341|47874
134722|34522
188343|15010
188343|43132
188344|84540
37933|90270
173941|50081
188348|66667
4777|72609
188348|17269
102921|78724
150630|31586
159009|91208
188350|94197
188351|49249
119011|57992
188351|35023
75472|18760
107987|72688
188354|2831
188358|50061
97630|18991
113365|96685
188358|1571
188358|30611
188361|95403
129249|37617
144826|69456
188362|18054
188366|13886
113213|5596
188376|28595
188380|86372
188380|87907
7875|91616
188382|38369
30066|38844
188386|25526
156628|14998
188387|30123
188389|26726
188393|66984
3630|25718
17448|91358
45891|21085
188394|31025
188397|93901
44040|40608
188402|71098
143411|77708
188402|37379
30069|60739
35107|83943
188409|73760
188417|95121
188418|8755
188420|11022
4886|80031
188422|95099
166488|10874
188422|69431
113104|98429
169616|70706
188425|23943
188425|9470
188427|4878
188428|40288
114580|91387
186359|14032
188433|32953
188437|12115
188438|76430
188439|73551
188440|68408
188440|72958
188441|28831
188447|61604
171567|35308
188448|12124
188448|39963
188450|51321
74836|4312
146084|52559
188453|89007
27448|29077
188460|28591
22550|93153
188461|12813
11457|57748
137423|89995
188463|66609
170621|61150
188470|9362
124836|73724
188470|96054
188473|94390
157153|24443
188473|18360
188474|64302
188474|45215
79094|80
103126|56140
188480|69849
188480|79361
105249|57248
188480|95649
149136|88281
188483|94795
4807|94583
10117|18418
188485|54270
175475|68274
188485|79290
188487|61118
188487|73752
13132|11110
188491|85309
98777|23452
105094|11580
132700|88765
143619|90470
188495|7085
188496|12550
875|63904
76348|86390
188496|6279
168984|21648
188499|16953
188504|74744
183777|83665
188505|17211
188507|50668
188508|14349
188509|67072
44583|74243
188511|47126
95176|71409
188511|72241
188512|57902
60240|60674
101913|96307
188514|62150
188520|74748
127207|77521
134369|976
188527|27833
105570|65529
122934|96172
188530|37432
2541|52427
165910|21885
188531|42125
72066|37633
188534|9732
155155|7665
188536|91021
59005|47367
188538|99123
188539|50948
188544|69617
70690|75121
188548|32823
188550|29267
188551|69107
67226|97084
188553|214
188554|67399
145186|16278
188559|46231
43600|44726
154180|57732
188559|42485
48318|96175
144825|90265
188559|31372
188562|88884
188562|53899
188564|46898
188570|76204
188571|19883
145503|85540
188572|53024
188573|26360
46262|39223
188574|3931
183691|6544
188574|9500
93875|5539
188575|12893
188576|82045
188579|11483
17876|93162
188583|39703
188585|8854
117867|74993
188589|17729
188589|54956
188590|60394
188591|74837
166105|87174
188592|61923
127052|56898
165243|62660
188597|78269
153000|48558
188598|10024
68815|96702
188598|44384
182722|28611
188600|30512
117212|41281
188608|66636
188609|61
126|80577
188610|32581
133820|60040
188611|65
188612|40335
188614|67576
188614|16604
39898|67223
188615|99608
124713|987
188617|23306
18272|25562
170569|96145
188618|33555
188621|24861
39623|21670
188622|23987
188622|22698
21292|41648
57866|25854
74466|28233
188623|8045
76726|10275
188623|59259
188624|46776
61485|98557
188626|19014
188629|21055
177964|53702
188629|27714
3678|31064
161138|18507
188630|5527
28738|2410
188631|77292
168144|26265
188631|80641
136206|65285
188631|73431
109385|93984
125153|90564
133318|33836
188633|39887
62520|19510
142158|39156
188640|22022
188643|68874
133701|74231
188643|7837
101411|85209
188643|26050
326|82920
16420|64864
188644|33170
188644|24302
83555|79362
95676|28230
188650|61702
12736|98784
70218|96756
188650|87294
183425|74687
188657|13407
171085|84272
188658|36289
188660|25991
52893|38916
188661|38065
188666|56163
188669|9559
104810|61622
119292|98379
188670|17402
188673|63979
70021|16181
132103|75049
188674|93552
101108|23233
174962|8657
188674|95755
86580|94220
146631|28995
188677|68194
188680|92682
188682|1932
188686|37269
188687|95980
9261|17561
128775|45289
188692|97700
46409|46096
158983|58503
188693|74347
59564|10514
188693|70524
188693|2852
188694|269
71816|1322
188697|56695
112147|13733
180227|68248
188699|6523
188702|72265
14068|72869
77293|26379
108231|92914
188703|60088
125477|52002
152642|44480
188704|16091
123638|94035
145802|93633
188705|33057
188708|72948
188709|97876
177181|88484
188715|47330
185564|73183
188718|75951
10007|83537
173169|3191
188718|32093
127551|26441
188720|8244
37099|84816
188722|40520
32168|90244
145494|33712
188731|49196
121419|95917
161397|45890
188732|97186
37114|68163
139686|71110
185607|20067
188736|17097
188737|22741
45096|3320
188737|28692
84082|5453
188741|70263
175184|59295
188742|53179
25729|75789
74630|82467
113960|82517
188753|23077
363|96861
52112|37483
188756|57554
148119|48413
188757|36570
102195|49787
188763|57844
109198|70028
188764|40385
188765|14522
188766|97210
188766|18187
188768|82070
101399|70883
188769|63861
188775|37979
103395|9134
158278|13235
188776|97066
188781|71379
188781|28422
93741|78034
188782|42070
89372|84226
188783|58034
162134|50789
188783|39132
188785|40580
188785|55806
172295|53760
188791|41723
188792|29983
2327|5200
112546|32856
188794|42140
63323|51005
188794|17206
188795|78222
185733|39471
188796|12961
4337|3646
55352|31236
126437|48566
156635|80536
188799|93369
188802|99426
148856|47627
188803|72086
57396|36035
122683|77838
188803|41624
188804|80790
122276|39776
188804|3189
188807|25038
188808|91398
124160|79245
188811|65707
188811|47483
188814|56418
188819|66386
188819|8210
162337|8896
188821|42711
188822|39579
188822|73178
188823|94793
187861|45447
188823|1877
85589|59869
188829|78694
188829|28971
175164|10953
188830|20024
188841|70271
188845|85544
72557|66223
188851|69825
60854|10611
71971|13872
188851|39027
188854|52189
188857|31845
65039|79937
188859|76654
188860|9757
152029|88273
188861|22586
41405|91257
145003|37180
188862|8834
188866|43943
34994|28187
188872|46838
21692|74568
188872|31818
123270|67206
188875|87030
112734|14770
188880|11904
107905|2069
188880|35250
15017|27855
188882|84113
104070|53739
151362|63521
162731|34013
188882|9976
188886|41699
188886|372
188887|17215
188890|94219
25987|97474
92220|73797
150239|20704
188890|86836
14088|78786
188891|50529
188892|37489
188896|42352
158967|60645
188896|12181
188906|57983
188907|11072
188912|4732
188914|75504
188914|18661
40973|8535
106223|86300
188915|35710
115499|46537
188916|37683
91067|18355
188926|21195
188927|69437
188930|59176
8014|52669
176949|58176
188934|35208
12521|28075
122647|31144
188935|77893
19230|46298
188942|63390
188944|5474
24370|25549
42370|53963
188948|56282
50078|24530
188949|81072
188950|54789
93286|88562
188951|1900
188952|43136
149401|93231
163726|26274
188959|43949
34290|37673
148334|95875
188962|75026
188963|38423
133824|51850
188965|50341
77087|19159
106195|93967
144885|51572
188966|57433
134030|28108
136720|41438
188968|75300
188974|30218
188975|24292
147927|43572
159991|44406
188978|5513
172443|72546
188980|82935
188990|38416
161667|43369
168606|19979
188993|88308
7578|7704
67529|96206
188994|49068
88833|1901
187714|30324
188994|10716
70480|83604
188996|82453
80292|18697
173793|50576
188996|66903
108068|60888
189002|71976
189005|83588
34198|87446
90190|88083
189005|69256
189007|43760
189010|40745
154353|73169
189014|97176
189014|31418
38666|89394
189014|51917
189015|24419
56425|51130
189017|1639
12825|93329
189018|84795
99895|63082
188122|19457
189021|48262
189025|30975
189027|59184
34953|8814
138678|51600
189029|14769
189035|84353
17546|25397
189035|17568
189038|60425
157447|19255
189040|70844
189042|3536
189043|52671
189046|80885
147999|35389
148230|23278
189048|76366
126456|74211
154552|41101
189049|94677
160182|44295
189050|90822
29227|76773
115987|62668
137985|46582
148495|99343
148522|38252
189052|28061
64927|54424
189054|52364
24462|91171
52360|21500
88409|29557
189056|66288
99594|23469
189061|51157
143675|23136
189065|33052
50635|95735
189066|409
185161|47766
189066|4040
189077|74163
189080|39470
20067|53622
124767|75423
189081|32634
63906|69440
189086|92389
76433|99362
152636|91158
189087|45594
167559|93674
189095|54333
90470|23329
189097|80499
44688|84526
147537|22263
189099|48226
189099|47692
187687|28938
189104|74699
82999|94830
123694|3864
189104|39729
154058|80338
189105|41798
17086|48233
189105|98554
114306|1665
189106|95859
43594|49350
189109|18045
50215|91170
189121|88160
152111|66000
158272|85485
189123|99743
12845|2428
189123|26709
9838|10166
189125|43432
48829|1702
189127|38073
189133|22222
189134|48640
70425|58836
154741|35291
189135|63915
176533|12039
189136|69462
189136|28463
178021|31147
189137|56585
189140|43373
184176|3732
189142|16683
189142|4242
5645|93161
143075|82634
189142|557
189146|14705
189149|83507
36028|19275
189153|84284
97530|43267
189159|4829
72998|79742
189159|43717
189160|55823
189164|90908
189170|63819
189172|20480
189174|67959
160442|35275
189174|60848
189174|46793
189177|2907
78320|6376
89103|78211
189178|19220
25290|42059
189179|8317
189180|89634
13720|50598
136492|79601
189187|95332
189192|66506
189193|73448
189196|93525
54797|69934
189197|87992
189197|65357
109774|49962
189197|10354
172905|89939
189201|8746
189203|35107
189206|24289
157402|97677
185429|10189
189207|45350
2508|56317
189207|62904
189209|60424
189213|78398
32742|44341
189215|96893
189217|11583
86033|41191
189219|89186
44985|12617
111867|66909
189219|43633
103358|18575
189223|87547
84778|16035
189223|36543
132075|56885
189224|74844
79784|22120
189225|71654
189227|59215
189230|22074
129951|9154
189230|11845
189232|32721
149070|44516
189233|12074
189234|77402
189237|74033
8158|86714
23968|91500
189237|57041
49556|60918
189241|47750
168253|66299
189242|49190
189243|48653
189243|36292
131934|73612
189247|94463
56215|55241
189247|17788
88039|53507
161768|89496
189252|79691
189254|23305
189257|59239
4213|5188
189259|16861
181151|49144
189262|37759
6096|98714
127907|80746
139990|46807
166730|79465
189263|84033
189271|71544
75513|88266
94801|21208
98542|10243
188757|72717
189271|88714
39727|84302
189271|32493
98884|62225
163720|65570
189272|79262
74123|49420
189272|84415
13375|14880
131458|64248
189272|13513
189275|50842
112161|64190
152388|8739
189278|62822
189280|66715
4677|53145
98651|82545
138826|14164
189280|1213
119495|12292
174639|85760
189281|59759
116890|96848
167150|90201
189281|42307
189283|86901
189284|71967
8967|20315
189286|55819
189291|82566
107326|23458
189293|42653
189294|40179
116227|22252
189297|36377
157066|3059
189298|49782
189302|37411
189305|5342
189309|23059
189314|22952
7218|3992
189315|69424
189320|20037
189322|54626
189326|30797
138351|1193
189329|35927
67759|91508
189332|65636
189332|19587
48902|40715
106442|10409
189334|55312
160742|19526
165113|16026
189335|84204
189340|23929
130756|79427
144708|48403
189343|64473
189343|49630
145144|16538
187833|86869
189344|18338
59886|77431
189347|35360
189356|76538
189358|47893
91524|72205
189363|98028
189363|67696
189365|93171
38325|80393
189365|94227
70950|9190
189370|84114
36475|70912
189373|51844
16043|28444
107653|97806
189375|35827
165346|65851
189376|89775
173736|81611
189377|82735
189380|94941
98402|97433
189382|93779
62151|76252
189389|31045
152004|82339
189401|7766
189405|31003
181488|72875
189406|45454
15051|71171
100268|4939
183994|87316
189406|78477
80803|93043
189409|85683
189410|79740
8562|95671
91554|47860
189410|31915
155857|33847
189412|58410
21055|97948
64826|27232
75263|41659
109998|47443
189412|88988
189412|44706
93268|20464
189413|95828
189414|21211
189422|45717
189424|27654
184662|31796
189425|59591
189430|66560
144822|82767
189430|16896
110597|33287
189431|54211
189435|5595
9238|1941
189435|79289
189435|76305
840|76699
68466|14634
189437|65383
38696|52017
129566|87898
189437|72861
189437|80938
69573|52591
189438|54769
154947|42946
189445|6767
189451|80271
64278|34036
189452|65966
22651|19444
76410|84333
189457|16905
126432|91370
189463|59272
189464|80786
82721|67610
189469|29832
184530|4393
189472|84726
189473|83540
189473|2020
38322|1371
189475|20656
189479|94300
165169|96076
189481|40212
29086|84662
189483|99696
14537|72193
189484|15531
83054|81772
189485|50354
189491|45138
84728|73490
189497|43437
22161|19727
128075|23242
189498|70576
186200|75336
189499|3561
189506|69521
127952|6085
189508|70428
12458|22716
189509|9072
149513|45242
189512|66323
22044|43138
189518|8129
189520|59506
35945|30570
136489|60373
189521|65932
189521|6789
51479|61697
189522|18871
189525|75962
89798|42411
185878|33411
189526|11761
189533|35866
122164|58181
189534|9935
189545|19645
76615|1001
189550|11700
189550|80291
85117|4738
145922|65951
189551|94976
119234|64318
189553|79471
189553|50336
114738|39826
189553|20123
27800|34681
165340|85835
189553|58138
189559|4416
189561|71320
28591|14555
186779|49403
189562|80796
18161|47772
33518|20675
50869|62918
112159|97096
189562|76340
115365|36397
189563|40350
94275|5133
172069|90230
189566|89692
34231|2396
49093|74582
124673|52840
159015|89808
189570|15609
110066|811
189572|58881
189578|38585
184081|67033
189579|20679
8822|81547
112264|36544
189581|7493
30496|11616
189584|5788
47639|59401
189589|14876
189589|97586
189590|12144
112575|26047
189591|74787
2827|99361
149544|72179
189595|30633
81095|14918
113676|26233
189599|11479
189599|78704
84292|41247
189601|95551
189602|92279
189605|22865
189607|89960
115967|86552
125139|60571
189610|13023
45018|23236
57990|71470
189610|13500
171441|60217
189615|34098
56194|75100
128524|74225
134229|31532
189615|68592
189618|30367
17040|58793
17532|21853
112525|48098
180027|69328
189620|15878
4352|43198
189623|14765
123146|95797
189623|84902
5278|95871
189624|40665
189625|29696
189631|52304
35938|83942
38375|8295
154462|11101
189631|1269
189631|29114
4765|84304
82795|57840
189643|41985
44661|6424
189645|46879
189647|75403
189648|26661
50910|50497
189651|78666
189651|82109
55575|88579
189654|29701
23327|78853
171714|62470
189654|47063
67291|99334
189654|32835
97031|23198
189659|34277
33360|38089
189662|50481
24910|9733
189663|49878
92750|20308
189669|91248
11064|98413
189670|41092
189670|84709
189672|32329
122127|42947
162241|49824
189673|83753
37115|64652
132183|99187
189674|10009
108220|1261
189675|2460
189676|85002
99308|95941
189681|98732
86955|31188
127933|44549
169783|57404
189685|17669
91669|55019
189687|92212
157275|71620
189687|43089
44740|86964
189693|53869
154886|71534
189694|35552
8210|78677
189695|48243
186640|22885
189696|5146
90804|41312
189696|50831
26134|92655
189698|33652
189699|22087
17055|36986
24358|92125
189699|96749
4195|66269
189700|78631
156659|24934
189705|7127
109585|63970
117878|51923
128744|66167
175244|73860
189705|19786
189707|31551
186592|1527
189707|34989
189713|70868
189715|37863
18596|37
189717|89655
189723|32832
22053|33686
133060|20470
189723|88650
41162|83265
189726|21720
26565|85714
189726|64056
25723|5896
189728|40748
189738|79941
21403|66350
169374|89477
176903|6568
189741|39642
189743|15874
55923|52941
189745|82378
35454|83645
189751|26987
189753|86889
11241|71317
189753|27072
185091|32067
189755|27799
189757|81588
166643|15781
189758|29082
24243|84297
189759|71313
52190|44254
67629|23879
93730|39665
189759|36445
189760|76987
189760|95211
53167|22284
63447|92858
168498|33749
189761|73129
121937|61470
189761|59669
5175|60700
189763|45456
189764|65498
123787|86655
168007|29861
189764|61308
8967|68183
31542|12927
189764|5856
189767|93737
4804|82958
188193|19347
189768|94819
171463|7153
189771|91644
189776|54847
189777|2512
74157|38493
189777|59294
24532|9255
189778|69847
86150|21661
189686|48062
189779|2058
148961|17290
189780|13656
172425|14149
189780|88413
189781|56278
132805|75051
189781|84747
189783|35903
23587|94011
52165|31549
152400|24877
189783|37080
189783|97578
49836|85585
130618|35244
189785|3166
93827|93037
122245|91608
189788|10758
189788|52288
46461|31980
117061|24495
189788|48235
189789|88803
120921|87866
159093|97750
189790|47403
189797|90878
189797|70960
10738|20156
15371|87760
189798|59979
189799|58712
189800|99575
189804|77907
23423|28991
55992|72487
189811|23283
189812|8193
189813|97420
10599|20587
189817|73150
112679|15950
189819|45368
103821|39175
189821|48902
189824|15625
189825|89520
189829|78688
83010|74251
189830|27667
54865|47075
108333|18167
183112|32291
189833|98793
189834|76864
101529|31950
189835|16163
3726|79722
67335|76491
189835|35118
44443|5715
189838|47140
189839|55889
189840|17196
189842|96606
189843|97334
10305|21578
168748|86515
189847|30787
76237|22686
135489|45
189848|55380
189850|34723
103055|64221
111810|95239
189856|80015
68917|27243
189857|34754
189858|89123
52581|64800
189858|99868
189861|64950
120710|34141
149703|38927
189862|28371
127953|29895
189865|8485
189866|28905
36417|97101
181224|98877
189869|78238
39968|95426
189869|23988
189870|81286
76569|3923
161486|70053
164305|30416
189875|94069
139271|642
189876|57025
167242|32123
187076|20677
189878|31838
189878|35206
189878|77719
189879|36640
3181|74841
189879|69719
70406|8299
189880|77921
189882|63370
90527|77488
166287|46723
179986|84477
189885|3653
133742|6301
183157|63034
189886|86946
189890|93856
53273|32037
189890|47917
93118|91326
135323|9318
189893|59705
101292|7109
145135|2315
189893|84058
64823|29031
176223|22518
189905|20268
189907|92281
189909|42010
189910|16851
189910|70393
37723|62579
189911|13442
189917|67452
178287|66526
189918|92807
189918|21523
189921|87053
7182|93751
189921|5036
165432|30206
189925|23921
189926|88480
164200|57062
189926|45571
130058|24116
189927|72022
103387|53525
108383|22437
186716|8390
189928|62211
159566|78356
189929|50150
89523|21711
189930|23514
189931|86105
189931|80567
46279|82442
189935|70778
189935|63111
42494|55580
189935|71048
189141|60726
189938|19622
189939|54850
189940|9792
189941|59301
131974|34860
189946|34604
5538|9254
120280|31896
189948|91314
189949|80174
124447|24844
189953|16837
189954|43241
121752|62736
151366|23616
181879|11116
189955|84419
189955|85937
103477|27456
189955|70325
137687|81006
189956|8720
40361|28472
79572|86465
133839|37148
189960|76050
85270|82888
149628|94904
189963|74328
106466|46730
189963|64306
189964|62948
189966|59553
35326|8898
118388|86845
189972|81718
61795|54977
170048|96153
189975|36424
32502|36205
142781|56638
189975|92369
189976|92036
128905|42974
170418|42494
189976|89780
189977|80034
88330|68824
189977|38630
50089|46635
104844|76411
189978|72045
189979|92906
189984|78690
9968|55276
101576|64380
189984|19177
45891|69638
159055|77701
189987|69497
189988|92145
23840|18130
189988|6611
3016|49232
26527|90746
189989|7394
151150|65397
189993|61190
189993|2689
189993|44748
189994|79878
66399|28121
189994|20742
189996|78759
65500|98146
189996|61570
10355|74816
153958|58369
189998|31533
190001|4876
190008|18734
190008|77428
21368|18563
190010|88460
33210|19501
190012|38639
59828|20878
97171|16514
190013|35742
79995|65993
190014|70892
190015|3308
190020|20850
190020|46414
15270|31766
160677|51302
190027|72334
158959|76941
190029|23950
190029|10493
190033|4150
190037|47611
190038|75950
142193|36264
190041|74830
108083|53147
190041|91339
118702|75630
126168|881
190043|6410
190045|8718
162156|26985
190048|64951
139825|64115
190049|37262
58450|81505
71437|33705
190051|6593
65313|66186
190052|91181
190062|66383
28675|57709
190063|15647
88423|57285
190065|64335
94580|64835
181255|84811
190069|68337
176063|23890
190071|37398
96611|29621
102606|61676
190073|36841
58470|96763
190073|81111
50831|34151
101442|20688
190074|15495
190075|63487
37229|32702
169646|23315
190079|88420
190081|38866
190082|48185
190084|26334
190088|30481
179079|59050
190088|77628
190091|87375
59433|7379
110570|75638
166134|46703
190104|93518
45413|30397
83392|3915
190109|89042
1651|70055
87654|28875
190111|51058
85950|39488
101561|13203
190113|52193
21246|61351
110315|90233
190114|52048
190122|15023
111914|83533
190123|11675
9019|72532
190126|54674
83843|49194
147057|55254
169148|20855
190126|53750
190127|61926
123403|85233
190128|16333
5165|15824
10269|28275
161924|12450
190129|30534
190130|10199
82884|53850
190133|41591
70580|54308
190134|6469
111386|51777
118974|94451
149727|36499
190137|3744
43402|38009
139431|2207
151727|24143
190138|60778
165923|42019
190140|61612
190141|8973
98835|71020
113711|5143
190145|49835
190146|91573
190150|68531
92385|2193
190152|21025
44990|41185
190154|67706
159983|68871
190154|65771
190156|80179
90088|1815
162803|33538
190159|26996
161559|37919
190159|10436
134842|22315
190160|46105
36341|31577
190163|33571
51731|97159
166151|34468
190165|17598
190167|10564
35913|42000
190169|37990
190171|40243
13524|42313
14784|9955
190078|4849
190172|80096
68067|73215
88964|62663
190173|70035
178975|44798
190173|74230
127552|49852
190173|15756
53637|52206
190174|89349
123474|59505
190177|26370
71914|51298
75805|54337
150634|74981
190178|62234
190181|26707
190186|57914
190188|6928
190190|48079
56219|35837
87237|10989
190191|81291
32408|41468
190192|77504
86346|99923
125679|51694
190193|50562
19157|34887
190195|89606
70934|63333
190201|91592
33542|99817
190202|47885
61164|95557
190203|17396
79085|15484
190205|2280
178807|83492
190208|19029
32013|62080
67680|9497
190208|96626
190208|66801
95291|58246
190211|4133
152519|29138
190213|77995
51449|80095
166870|31163
190215|6330
190215|22043
52049|86471
190216|25749
190219|78638
190226|49755
59269|14194
190229|4311
56883|91896
190229|96417
19657|26381
190232|90232
163484|29737
190233|39748
190233|48181
190234|26363
190241|33748
77163|28464
146589|40481
190243|27427
190243|76937
190250|52846
106282|99472
190256|52907
33172|7987
190259|66007
190260|46346
190260|70092
36451|24657
154421|58081
190261|5845
66198|13807
163414|16918
190261|59592
63792|40140
190262|774
31801|18116
190263|93480
131310|83548
190267|65220
184005|70412
190271|76473
42043|96658
190274|36272
62712|95645
93456|25592
190279|51955
190284|83371
103819|19383
190289|70653
190293|34302
52991|33644
190294|78610
178817|72367
190296|42495
190296|67967
190299|34004
190302|28521
190306|75273
190306|44556
88444|1482
190307|48142
190312|11748
165855|89533
190312|3036
190315|24577
109347|51319
128303|14246
190319|46445
190322|21444
190323|52357
135344|47151
190325|89697
152291|66518
190325|75434
190327|71655
107119|17133
170296|42098
190329|43545
104867|24766
190331|34212
190334|71615
190335|95664
190338|69985
57679|43918
190343|36914
190343|93908
190344|63385
29236|22564
190345|16082
190346|89538
101231|91786
190347|50883
93306|21164
190347|35369
38747|74532
190352|28218
8356|66172
19671|72251
29380|19896
61650|15316
159692|91542
190352|55527
76595|9241
190352|69933
75990|3206
109531|71526
128507|34678
159232|88270
190353|28778
190353|97062
140912|82503
190354|81926
86774|91625
176885|61773
190354|14043
101910|470
190355|931
63206|40886
190357|1225
190359|10828
57638|58327
190362|38374
142816|92348
190365|58902
190366|55359
190367|38827
22276|73459
190368|72938
12613|28695
190368|45564
155790|95315
190370|37883
184064|50655
190371|46070
190371|14333
89526|2868
190373|40382
190384|63870
190384|81823
190386|57268
190387|68071
8333|35596
137421|12639
190388|24285
190390|9905
185210|21803
190392|8360
190402|36462
33048|31999
190403|74278
64687|41578
190404|46184
47598|57739
128031|44661
168949|50094
190410|4721
81624|56006
190410|1509
190416|4386
190419|4565
89260|34460
165711|68436
169974|16699
182154|74156
190428|89471
190433|87022
27307|24338
181449|87431
190434|30894
61369|94761
190434|63166
190439|5906
17394|74871
99785|14726
190441|78132
103361|16310
190444|48641
190445|92051
190445|14089
190446|28653
36587|54863
132173|63046
190447|19729
949|56923
164153|1523
190447|89
190448|30071
190451|18681
11376|2876
63671|39460
148398|37682
190451|41730
190451|83425
159398|32945
190451|24772
190452|98619
190452|52693
93153|99192
137696|86291
190452|64327
27547|7746
49142|68046
88275|59730
95291|78053
170049|29223
190453|92283
6761|58470
32288|69602
190455|29941
36907|70195
190455|74878
190460|10859
2504|86882
190460|29954
60552|34746
190460|63882
90835|18266
190462|18348
61659|84633
183205|84620
190463|94908
24823|45790
190465|5249
162817|16569
162917|92103
190465|55346
13966|79539
190466|75439
91260|54635
190466|38229
190466|94203
53165|13712
190470|90249
124574|97891
190471|90892
190471|84468
190473|85597
106134|66120
190477|43504
190478|97954
190479|64602
28215|67320
190481|70894
190482|13029
190489|8114
153550|26722
190490|56639
190495|89405
122135|2952
190495|26748
190496|21389
48673|99508
79086|92218
190497|26210
190498|96940
33666|19693
120435|79437
190503|5699
42126|35120
81999|83780
190503|67143
190503|54465
19509|45066
24431|51213
64158|19617
190509|16580
190509|58766
190510|36909
190513|47379
190518|40368
11089|54543
190519|25798
190520|12612
189561|38217
190521|27457
54460|32967
140903|22419
190522|20949
190523|19566
154925|76206
190523|19598
190524|66546
18277|92703
122491|47818
190524|96550
190526|52897
190527|26542
190530|90710
113717|81242
190533|53154
116685|43193
190534|87334
63638|13698
190535|91732
165165|54283
190538|11159
173646|5246
190542|13109
190542|8020
33868|16855
43906|90246
190546|30639
190549|64077
190552|57777
61427|64195
99436|27148
111845|7879
190553|38070
190556|82416
190556|15061
67910|72247
149433|35986
190559|78475
149204|46404
190561|30875
190562|6985
190564|29141
36429|48287
190565|53344
190574|13858
18160|62290
190575|72047
190578|91562
110136|40379
190579|64156
190579|75364
13123|35435
122238|80602
160269|50464
190582|90779
7714|94721
190583|90534
11945|81676
69449|58184
190583|58175
190592|20737
190593|15975
29333|81239
190595|21808
190597|27081
16324|7728
125656|13175
190599|21843
190601|38796
132548|21114
190602|44012
36992|46013
190602|51380
77321|41428
81728|4191
133411|48778
190604|50310
190604|91252
105421|37507
146284|77603
190611|15199
190611|12102
28274|86659
73203|31445
190614|79485
69690|58014
190615|19154
190621|25785
82241|7838
190623|41117
185658|92859
190624|78555
69672|28036
190627|40509
74954|40597
178477|14919
190628|78921
68393|95226
151162|92113
190631|73226
190631|88327
184534|59503
190632|95963
84591|7567
190635|28149
190635|28225
190636|9707
7636|24446
190637|60547
190637|78542
80813|68110
100768|74567
159543|81951
190639|39512
190641|92894
161690|72923
190646|78686
39643|61297
108947|80860
119812|25314
190648|83229
48091|46211
105979|44837
115964|26640
190652|17754
139857|58301
190654|60794
190655|47982
9945|50913
190658|5915
190660|98510
60239|76339
186524|20819
190665|29741
11722|76845
39543|3764
190666|80791
190667|10769
190667|42148
40575|51355
50595|49681
168251|65183
190674|63908
127512|65729
190675|40903
82212|94947
190677|24610
190681|97480
12901|28157
190683|52711
190683|14235
190686|51199
175512|79306
183527|80227
190688|86489
190689|65770
190689|14913
10495|55115
190690|5662
190691|27623
82028|69636
190691|88286
190693|81203
190693|85695
190695|18323
190696|39805
42856|18364
57299|88495
164119|47556
190697|80570
116945|63748
190700|95497
14037|40352
124822|76287
190701|96302
190705|98488
174754|25525
190706|29722
190710|58756
63217|96943
190710|65228
62027|32572
78872|7351
190711|97753
62402|70131
190713|46897
4120|48218
46865|14721
179008|47614
190713|32855
108691|46210
190714|19442
190716|10990
48106|22984
190718|96609
190721|58266
51173|91407
98888|46826
190722|34572
87803|30371
124852|13429
190722|66464
136065|95288
142857|2750
190729|13938
50201|75190
190731|77812
190732|41436
190732|79947
190733|49207
190734|18156
180289|57910
190735|95603
44306|2050
106872|39228
190735|61020
87652|89428
190737|38257
58208|83509
174072|56345
174907|34975
190745|49325
95411|57624
190748|65457
190750|73994
6736|95483
190751|95173
190754|48835
190754|49159
190755|33945
69804|89416
190755|13282
59985|6779
190758|56985
22430|72220
190760|22704
131139|95651
190761|47000
7799|88475
51153|17739
