Forum|Person|joinDate
125|2867|1975-06-27 04:00:33
829|3815|1985-08-28 04:06:19
21|4318|1994-09-27 10:19:39
306|6618|1978-02-19 03:28:47
829|9457|1998-03-11 14:23:26
829|3820|1978-11-26 07:33:50
829|7980|1994-08-01 02:03:19
829|3746|1995-06-01 16:48:32
534|4433|1978-08-25 20:04:25
829|9315|1995-06-22 19:50:24
829|4226|1970-12-04 17:33:36
829|9136|1988-06-01 21:22:34
219|1551|1980-02-01 23:25:45
830|9760|1984-12-14 23:51:44
373|579|2007-11-23 15:09:06
830|2472|1966-07-24 04:10:22
332|4152|1974-09-01 01:25:47
698|3084|1965-05-26 11:45:07
830|1282|1982-04-03 04:28:47
482|2020|1980-11-24 23:14:46
830|4740|2006-08-02 03:31:55
165|4659|1972-05-22 22:34:28
292|6988|2005-12-15 12:08:12
465|8319|1975-04-24 13:26:45
830|4244|1968-11-26 14:12:07
830|4449|1983-11-20 08:33:16
830|6910|2004-10-17 09:37:53
24|7738|1966-04-28 13:23:02
830|1780|1999-08-06 12:52:15
772|8908|1960-11-15 16:17:40
830|2412|2002-05-26 00:09:18
352|2324|1967-07-29 08:12:55
474|5677|1966-11-18 18:44:47
830|5361|1966-04-01 02:10:15
830|5605|1994-07-04 05:23:26
370|3731|2007-02-26 07:08:44
506|1987|2000-11-17 22:15:21
831|9797|1989-11-19 14:01:57
831|1975|1967-02-24 14:14:21
289|1355|1972-04-18 23:30:42
831|7919|1992-01-07 13:43:20
802|8806|2008-05-04 00:40:49
831|9460|1966-12-23 16:41:40
831|8393|1976-07-28 18:24:48
778|2488|1997-06-12 13:28:27
831|8660|1986-03-03 04:44:50
831|2053|1978-03-13 21:50:02
239|1073|1967-12-27 13:48:33
517|5070|1979-05-14 22:09:19
831|6873|1981-10-19 02:43:41
647|695|1994-01-29 04:39:03
831|4464|1993-07-18 05:36:25
831|2554|1975-08-02 21:33:06
126|5035|1984-03-25 15:48:33
384|2939|2007-09-17 02:42:01
831|345|1972-04-21 14:35:04
831|2497|2007-09-18 16:01:16
290|5489|1978-12-22 12:39:10
486|5393|1991-06-14 12:25:08
632|3029|1982-08-12 06:40:48
831|4967|1964-04-13 20:46:48
831|1108|1998-01-17 23:07:46
117|3218|1972-07-11 18:33:28
352|6526|2003-02-10 17:19:13
519|5967|1964-12-14 12:10:51
831|9608|1972-12-25 00:11:46
118|9711|1960-06-29 00:12:19
303|6468|1992-08-09 19:00:34
832|1000|2003-05-22 15:06:50
710|7500|1975-04-09 13:30:24
832|4858|2003-01-17 16:15:05
57|9982|1960-07-12 23:05:49
832|6360|1976-09-20 23:30:46
165|3159|1992-09-20 10:17:34
832|9076|1975-11-12 17:23:54
50|5938|1968-08-31 20:43:40
230|7953|1980-10-24 06:49:30
631|3401|2003-06-13 21:13:24
832|3724|1984-02-15 14:37:44
832|3132|1995-09-15 00:32:38
103|5631|1982-03-28 14:22:16
832|4602|1984-06-09 22:53:56
832|5069|1964-01-23 04:10:14
78|4606|1964-01-15 20:47:11
328|294|1992-06-26 22:12:08
833|8389|1973-02-28 09:09:04
277|7909|1997-09-29 09:24:54
833|3253|1967-08-18 21:01:05
140|165|1998-08-13 21:09:42
833|6960|1999-10-21 10:52:47
833|6222|2001-07-05 04:41:48
632|5308|1960-07-10 06:17:04
833|2839|1970-06-11 04:04:31
54|55|1985-08-09 08:52:22
391|5819|1975-04-07 15:18:32
833|5746|1976-02-22 10:02:48
402|3755|2005-12-25 07:03:46
833|6255|1977-05-09 04:02:13
638|500|2008-02-07 04:47:25
833|5645|2001-01-14 17:24:56
283|6761|2008-06-29 02:14:49
309|8902|2008-11-21 13:13:52
834|1024|1976-01-17 11:10:28
296|6708|1977-03-06 22:46:31
834|1404|1966-09-15 03:22:58
807|600|1992-09-21 10:10:19
834|3611|1990-02-07 14:43:06
154|8005|1992-06-03 09:41:34
512|7782|1963-12-30 10:59:36
834|339|1980-01-01 02:38:50
362|2758|1977-04-09 09:18:29
367|1459|1987-06-19 02:26:23
834|7703|1976-12-09 18:32:11
834|6236|1969-11-02 00:45:41
809|941|1977-09-19 20:05:37
834|1095|1964-08-17 06:40:43
735|904|2006-10-30 18:56:25
834|1498|1993-01-25 02:34:23
834|9534|1997-01-06 06:00:55
346|1049|1965-09-12 13:38:36
785|9492|1990-06-16 11:42:16
834|7907|1995-02-13 04:36:41
834|8957|2004-05-08 01:00:09
730|4021|1976-04-13 10:23:12
834|6824|1976-11-09 16:56:27
834|5240|1972-10-27 04:00:23
834|9445|1973-09-04 06:59:32
443|4607|1976-09-08 12:51:17
835|31|1969-05-01 13:11:52
835|5281|1978-08-08 23:11:25
191|9121|1968-10-15 01:03:23
206|9951|1985-08-24 01:46:56
835|8969|1970-07-27 16:53:38
72|708|1963-02-03 20:22:06
296|1178|1985-05-03 21:21:18
781|7004|1976-05-19 10:39:42
835|6087|2000-06-18 00:51:02
733|6445|1965-01-23 08:15:00
827|4488|1966-09-08 12:28:44
835|1554|2001-01-12 22:18:02
251|9906|1970-10-22 13:07:52
680|7699|2004-05-02 00:14:02
835|4897|1993-07-17 07:30:04
567|5416|2007-12-26 15:35:11
835|4777|1980-05-13 13:56:28
835|8276|1978-08-12 16:12:05
103|8859|2006-06-18 15:57:08
351|2230|1973-07-02 05:56:16
836|9530|2004-05-14 20:40:46
836|1155|1990-08-10 15:02:43
308|9237|1997-01-28 02:55:01
836|8581|1985-07-25 23:13:12
836|9659|2000-05-25 07:10:51
836|8833|1979-01-24 05:07:11
660|5112|2004-12-06 01:32:37
746|961|1990-01-28 02:47:38
836|1001|2006-04-07 03:27:00
246|5954|1961-12-22 03:03:26
656|9607|1991-12-08 11:53:08
836|7577|1981-04-06 16:06:34
837|7804|1990-10-28 06:29:52
837|5081|2005-06-22 21:47:22
298|3348|2003-06-04 11:41:22
673|2131|1976-01-07 20:44:44
837|9074|1977-09-14 11:46:14
272|6115|1970-08-30 13:42:00
837|4841|1963-05-31 08:07:01
139|4430|2006-12-05 00:02:01
159|4727|1964-04-22 09:11:20
270|3990|1979-09-23 16:39:38
427|4655|1969-09-04 02:42:48
837|9165|1980-10-18 07:00:06
837|8687|1982-12-24 20:44:15
229|142|1996-07-12 09:46:15
679|6474|1985-12-01 00:06:51
837|1736|2006-05-29 19:02:05
193|7006|1977-07-17 20:26:31
838|2263|1980-08-21 12:31:20
838|7013|2000-11-05 01:54:31
650|5945|1989-05-10 23:41:23
838|498|1969-12-13 06:50:18
377|4774|1968-01-03 01:49:28
838|9567|1974-08-17 01:42:20
463|1248|2008-04-28 23:16:23
838|4814|1971-02-15 03:31:38
838|5028|1979-12-28 12:17:19
246|2198|1994-09-23 17:50:15
524|40|1970-04-02 01:09:08
838|3328|1988-01-26 00:30:48
838|7504|1998-12-04 20:25:37
838|2066|1972-06-17 02:53:25
138|845|1979-11-10 05:02:55
524|5274|1992-08-17 17:05:02
838|1358|2007-10-20 17:41:44
838|3819|1981-05-06 04:25:27
839|9478|1985-03-19 12:30:17
839|7294|1965-08-01 00:08:35
471|338|2006-12-24 07:04:24
839|1303|1968-08-04 16:02:33
534|6782|2004-12-07 20:24:29
553|4050|1994-04-10 04:52:38
839|1433|2005-02-07 14:29:59
521|5080|1992-01-24 13:18:30
839|9685|1984-05-20 20:27:08
36|8325|1968-07-01 19:06:01
839|2074|1990-06-28 00:48:46
359|269|2002-08-14 05:55:27
839|4292|2001-04-02 22:42:41
351|8439|1971-06-26 16:31:04
839|8176|1963-02-03 01:33:36
176|8749|2007-06-25 07:17:39
228|5951|2000-05-26 04:44:22
839|1077|1996-07-10 00:38:16
438|8139|1982-10-19 15:47:08
839|4373|1987-10-30 08:39:33
839|4000|1995-06-18 12:54:13
840|1486|1966-10-10 20:07:51
91|8909|1962-06-03 19:36:22
169|2115|1963-09-06 10:08:22
328|9285|1992-01-28 00:47:55
800|7561|1966-08-24 03:13:39
840|7067|2005-07-26 19:01:23
241|7177|2004-03-09 02:18:56
405|9618|1996-08-20 20:26:17
661|6945|1975-05-20 12:01:44
835|3585|1987-01-03 15:43:28
840|7979|2006-07-29 01:28:34
840|9472|1972-05-04 14:25:37
411|2312|1993-10-09 23:36:38
840|3311|1974-09-12 19:43:20
206|8686|1964-12-10 06:32:22
840|2860|1995-04-04 03:41:13
478|6786|1964-04-23 21:55:56
621|2918|1971-05-31 04:28:09
840|4078|2007-09-21 00:05:19
112|8899|1973-03-04 13:26:49
497|3939|1969-05-29 18:57:35
840|5238|1971-01-05 22:53:56
547|5165|1979-09-22 23:19:29
840|8235|1974-06-25 17:03:52
840|2238|1968-04-20 10:26:49
840|4652|1986-03-20 19:40:34
316|2525|1961-05-22 23:02:03
533|9994|1963-08-29 14:24:11
841|5995|2004-05-27 15:11:59
477|2847|1964-09-23 20:45:31
841|5966|1983-03-06 01:43:03
443|3927|1973-07-20 04:38:35
552|4142|2005-10-10 17:08:58
841|3748|1975-12-07 02:08:16
101|3302|1972-09-17 13:02:10
841|6983|1973-10-05 17:10:08
174|9190|2008-05-02 09:33:47
841|1364|1996-09-27 02:44:46
841|7152|2002-06-28 04:24:17
155|7339|1995-01-03 10:16:20
841|5495|1997-08-30 10:51:59
841|2651|1997-03-05 22:17:35
520|1332|1970-09-21 07:12:25
742|4156|1968-01-08 01:09:45
841|4281|2008-01-29 02:12:48
358|690|1962-10-31 00:52:55
716|4959|2004-05-12 18:23:10
841|3305|1966-06-30 08:33:50
841|331|1990-03-17 20:47:26
841|651|1999-01-29 18:30:39
178|5748|1990-02-25 13:56:22
842|9239|1975-08-14 04:58:34
781|7921|1973-07-29 15:54:19
842|5943|1984-01-25 15:01:46
842|3281|1966-09-13 01:16:28
165|1453|1984-12-14 01:43:45
842|6721|1996-10-18 08:47:45
144|8029|1993-04-28 14:24:48
401|9201|2002-04-23 18:21:02
842|3498|1964-04-16 20:20:33
321|7901|1961-07-31 19:12:15
842|4225|1966-04-18 20:35:42
842|1283|2005-12-01 20:37:31
842|8504|2004-04-23 04:46:42
439|8194|1986-07-29 15:29:26
819|4569|1980-12-17 16:54:14
843|4713|1968-09-13 21:50:12
843|6717|1992-03-08 04:19:59
843|1069|1981-08-11 06:30:14
249|2784|1987-09-22 16:49:09
843|4353|1980-09-11 13:08:14
680|5303|1969-10-11 03:54:08
719|9890|2008-12-24 22:31:37
843|1435|1967-08-06 09:17:09
640|2544|1975-09-07 02:59:51
706|3759|1962-12-16 15:04:55
843|6904|1990-01-22 10:53:16
124|3637|1961-10-11 20:46:25
811|5383|2008-02-19 01:29:37
843|7227|1993-01-09 03:04:10
564|1795|2005-02-09 04:04:24
843|2792|1986-12-17 05:21:40
478|9963|2006-10-21 00:27:25
843|9598|1993-06-05 04:27:06
843|3861|1967-09-07 20:13:15
843|4565|1980-06-18 23:22:24
535|4321|1995-09-23 03:58:10
602|7549|1981-03-11 15:20:41
843|6865|1981-07-09 18:11:54
256|2928|1965-06-08 15:04:25
844|847|1996-09-01 10:24:28
844|8942|1988-12-28 08:39:00
536|9438|1977-05-30 12:20:10
844|7540|1978-07-06 05:24:15
63|100|2008-10-26 10:37:28
844|6628|1998-01-07 01:10:10
319|2759|1964-10-30 18:25:01
711|9912|1969-12-31 02:58:47
844|5330|1965-03-21 17:15:51
72|7259|1997-11-09 16:11:43
766|6245|1975-12-19 07:53:09
844|4694|1994-08-20 15:32:31
392|3212|1976-03-16 14:48:49
844|2156|1977-06-23 15:55:44
844|7902|1989-04-09 08:52:04
149|3484|1981-01-16 11:58:06
468|8017|1966-06-23 15:17:06
844|9601|1962-11-21 23:30:51
2|2084|1992-01-09 04:27:21
844|112|2001-05-23 15:08:31
844|1374|1971-04-14 21:39:56
142|149|1962-05-13 13:09:16
749|745|1981-10-22 05:33:13
779|9232|1965-12-30 01:42:39
844|2290|1987-12-06 03:45:29
119|7320|1993-01-24 16:08:18
844|7069|2006-06-02 20:28:50
844|9886|2003-01-14 23:25:44
517|893|1976-02-23 18:52:24
768|2568|1999-12-14 21:50:22
845|1133|2005-08-15 15:41:38
723|7520|1977-06-01 03:38:27
845|2795|1966-12-22 08:33:48
685|6175|2004-02-06 17:46:49
845|2029|1962-07-28 07:55:26
441|5095|1984-08-12 06:01:39
845|9081|1969-03-17 07:35:27
845|3944|2007-08-02 22:44:02
121|6528|1983-10-06 02:51:43
314|7283|1979-04-15 19:47:51
492|6064|1965-01-18 05:31:18
845|6787|1985-10-12 06:17:35
845|9597|1993-10-05 06:13:19
845|1595|1964-10-17 04:34:59
186|5014|2003-07-07 02:36:34
846|7905|1988-11-15 16:09:37
749|6703|1964-04-02 03:05:44
830|5574|2004-05-01 04:55:23
846|1983|2005-10-17 00:23:58
846|8336|1972-03-01 06:04:07
452|765|1993-05-22 04:42:38
594|5422|1998-09-24 15:56:01
846|4015|1961-12-02 05:16:22
846|6229|1999-06-14 07:00:05
847|8287|2008-02-01 08:51:23
571|6136|1977-06-21 18:47:23
755|3816|2006-11-26 23:33:27
847|9211|1981-08-21 10:39:27
92|4610|1984-08-04 22:08:35
245|6212|1972-09-30 21:31:06
847|2394|1993-03-17 05:14:40
763|6671|1980-02-14 17:46:32
847|1211|1966-05-20 08:27:32
207|980|1964-03-17 19:13:17
847|6899|1971-04-20 14:22:32
847|415|2000-10-15 20:54:58
847|2004|1989-08-25 21:19:57
847|6633|2004-08-08 22:50:16
541|3994|2008-07-20 16:16:35
847|1268|1985-03-16 20:51:33
271|3403|2003-08-29 07:12:32
847|3670|1995-03-24 22:48:50
821|948|1995-07-05 01:26:49
837|9405|1980-11-22 14:09:45
848|8665|1964-08-22 10:41:59
4|637|1999-08-29 19:54:34
579|8648|1997-09-03 16:07:24
628|2027|1982-10-12 20:41:19
848|3740|2005-06-26 10:22:26
39|968|1964-01-06 23:24:58
163|2203|1976-10-26 12:46:37
848|249|1996-10-06 05:44:45
848|1526|1967-08-11 17:43:26
358|5658|1973-02-10 21:26:41
848|7472|1966-09-09 16:12:26
848|6550|1969-11-15 19:04:32
688|4733|1991-06-30 18:44:51
848|1968|1985-10-16 05:35:04
848|8445|2003-02-14 14:42:25
25|5627|1992-05-05 04:20:13
848|5905|2000-05-12 15:05:33
849|3063|2002-02-20 13:47:58
527|1104|1965-03-14 20:42:33
849|5593|1973-08-13 22:22:31
572|4178|1996-10-28 11:55:31
830|6195|1985-08-09 16:32:54
849|4311|1999-11-12 03:06:04
197|4993|2007-07-30 13:08:04
579|2135|1982-02-05 03:48:18
695|4479|2006-08-02 04:44:57
849|6305|2007-02-08 11:06:48
849|3829|1988-11-24 01:54:24
29|7695|1993-03-17 17:20:15
849|9100|2004-03-02 19:02:45
849|155|1985-04-27 18:48:23
849|5097|1999-01-09 08:11:33
35|6615|1962-06-03 15:51:07
353|5207|2002-03-15 13:43:34
535|1406|1985-04-25 20:07:43
849|7628|1995-03-20 13:30:05
849|3179|2000-06-17 10:28:10
850|4861|1980-07-09 09:41:05
381|4783|1972-10-26 07:24:05
850|6619|1967-11-30 14:17:43
651|1318|1967-03-08 01:10:59
850|9531|1988-11-30 06:44:02
324|7648|1991-04-15 10:02:42
556|4963|1989-01-16 10:34:41
810|517|2000-05-28 14:42:41
850|1830|1972-03-11 00:15:33
628|5731|1963-08-20 01:15:12
850|5796|1976-11-09 15:06:14
850|9870|1988-03-19 17:03:26
850|301|1963-09-08 07:18:38
258|6849|1996-02-17 07:00:25
850|9526|1999-08-19 11:19:36
125|1302|1971-05-31 08:53:21
594|8656|1990-09-13 19:57:58
850|8611|1967-02-15 06:41:56
598|7576|1961-07-17 04:00:51
841|4507|1986-04-06 02:22:28
850|698|1972-05-03 21:12:37
851|2739|2004-08-27 01:30:08
540|3171|1985-03-13 19:19:11
851|7007|1981-07-10 04:55:58
851|1167|1992-05-06 20:54:47
851|4325|1980-04-26 22:52:54
59|1139|1964-06-19 15:20:22
315|2753|1978-07-31 21:36:29
851|4183|1984-06-04 01:32:18
284|2999|1984-03-21 01:56:51
851|1212|2007-05-06 07:27:35
851|8627|1982-11-20 21:57:09
851|8791|1973-02-18 10:50:05
190|7820|2006-11-07 06:29:59
851|9130|1979-04-08 12:00:06
283|6554|1961-02-13 08:07:39
852|4524|1994-12-15 00:38:24
439|1171|1981-08-15 01:17:21
618|6765|1970-10-15 13:31:59
633|4648|1983-11-21 00:27:10
709|3984|2003-06-14 09:52:05
852|1700|1994-11-26 13:19:46
852|8789|1996-08-08 07:28:00
153|1031|1977-10-31 19:40:12
852|7762|1985-02-24 15:30:21
52|6343|1961-07-03 00:48:04
469|3596|1982-09-15 03:11:15
852|1597|1976-03-27 00:54:53
852|2661|1966-01-30 20:43:42
231|4328|1994-12-16 07:53:50
314|1258|1980-11-28 23:48:23
852|1300|1979-02-08 12:32:06
852|4748|1960-06-11 18:27:37
513|6181|1973-04-01 09:01:08
852|2696|2006-08-12 01:53:44
514|9723|1962-09-24 05:34:05
853|5282|2000-04-28 04:32:00
81|6025|1972-01-21 15:49:45
485|986|2000-09-05 08:14:28
713|9918|1974-07-21 06:11:29
853|522|1995-03-17 23:31:15
853|67|1989-08-31 21:36:01
853|8496|1974-01-18 17:13:26
410|5092|1994-02-23 09:06:21
853|174|1982-05-04 21:55:59
245|701|1960-12-15 15:27:33
853|9038|1987-12-07 15:13:11
758|5669|1980-05-14 07:44:07
853|8034|1988-10-31 05:37:51
442|88|1978-03-13 12:03:32
842|8382|1977-08-25 10:37:32
853|5610|2000-07-26 13:20:18
853|3454|2006-03-03 04:03:08
50|492|1973-08-09 18:31:25
853|4469|1965-03-04 04:00:18
609|9157|1988-03-23 13:34:43
853|8238|1987-07-15 12:22:09
395|3392|1964-09-19 09:13:18
853|4725|2006-11-14 06:05:40
427|1489|1962-05-18 08:12:37
456|7662|1982-10-08 08:14:47
853|8948|1981-02-24 06:20:48
785|1424|1962-07-06 12:31:01
853|4782|1999-03-04 12:41:53
854|481|1978-02-07 14:27:58
429|9071|1965-11-19 20:36:57
462|4391|1968-12-15 05:15:07
854|9290|1987-08-07 00:25:56
814|4344|2008-09-14 05:54:45
854|7136|1978-10-26 22:10:28
33|9063|1976-04-18 17:57:28
814|5502|1961-11-26 19:14:22
854|4129|1986-02-05 06:46:34
854|6707|1977-10-22 04:49:27
854|9401|1989-06-18 10:33:39
854|51|1974-09-26 19:20:49
245|3577|2003-09-02 01:41:38
854|3208|2000-10-29 20:01:23
263|8127|1996-03-11 09:04:44
854|420|1975-07-24 13:53:53
192|2183|1967-04-18 02:02:24
767|9833|1971-05-01 14:31:11
854|225|1965-07-21 14:01:24
35|9155|2003-10-27 15:46:16
663|8757|1987-09-25 19:28:03
855|7983|2006-12-17 10:24:14
855|3411|1995-06-12 21:33:26
855|971|1965-03-16 06:40:52
855|3840|1975-04-01 17:51:15
104|1837|2001-03-25 18:15:36
372|3886|1970-06-11 08:40:12
591|9629|1970-06-18 01:21:46
855|9669|1988-04-03 19:16:01
54|2376|1993-09-10 07:31:14
855|5721|1977-05-21 03:06:58
314|7685|1997-07-10 10:45:36
452|9098|2008-02-17 19:02:31
577|2474|1984-10-16 15:34:56
855|9926|2002-08-30 11:46:45
121|8118|1983-04-02 19:37:33
394|4412|1978-02-24 06:42:36
855|193|1981-02-25 19:32:51
856|678|1974-05-16 02:07:44
252|3542|1995-02-25 05:41:38
856|1810|1967-12-26 01:46:13
244|4236|1961-12-01 10:15:45
262|5852|2005-10-03 10:08:51
856|9321|1980-03-02 23:57:56
60|6030|2000-03-07 23:18:15
318|593|1967-05-01 08:38:36
416|5944|1976-07-23 09:39:21
485|4060|1980-07-03 14:55:17
856|7404|2007-12-11 17:24:54
856|1411|1970-02-26 10:13:53
650|3733|1962-05-06 18:04:37
856|3481|1963-02-09 06:13:08
856|4651|1978-12-09 23:07:03
467|8638|2008-11-01 19:26:45
719|3837|1998-10-16 00:21:24
856|5193|1964-07-30 15:21:32
522|5337|1973-11-12 22:50:57
556|8960|2000-02-19 01:39:09
856|4671|1983-01-14 00:11:50
275|6185|2001-09-12 12:54:51
856|167|1984-07-22 12:35:15
42|1648|1982-02-23 15:52:33
573|2136|1963-02-24 03:20:49
856|2106|1980-08-21 05:17:19
856|4656|1965-07-20 13:00:39
857|2352|1989-10-25 21:39:32
659|838|1980-10-11 22:34:06
857|6382|1988-05-23 03:23:25
857|8014|1977-01-22 02:51:56
857|1159|1972-06-06 07:12:09
775|9456|1992-11-06 04:00:29
857|6406|2002-05-01 06:18:49
293|7672|1995-06-29 00:01:59
302|7409|1990-09-12 22:30:07
857|6114|2007-12-10 10:03:24
857|8076|2000-08-10 11:20:04
264|4293|1961-05-25 06:53:11
857|5987|1966-05-20 08:09:06
458|2433|1974-03-20 02:21:20
857|4289|1993-09-30 23:18:34
751|4253|1987-12-19 19:53:22
857|9229|1965-12-25 12:48:26
857|7309|1975-03-11 13:28:39
96|699|1974-07-17 16:51:43
734|4844|1981-10-28 19:13:16
834|8315|1963-08-15 22:15:49
857|1838|2003-01-23 13:11:50
48|5859|1996-09-21 20:09:23
434|6157|1974-08-13 19:16:51
857|599|1977-09-25 06:43:08
700|4062|1968-02-29 16:54:44
857|2254|1966-01-27 16:58:42
818|6008|1990-08-16 13:43:17
857|6027|2000-07-06 14:53:00
177|3490|1965-04-14 08:02:38
680|1138|1961-06-07 22:56:57
857|7057|1973-12-12 13:30:29
857|7732|2003-04-20 15:03:53
857|4979|1999-11-15 05:12:05
410|9282|1990-11-26 18:23:14
858|9781|1974-10-27 20:00:27
307|1130|1960-01-17 12:15:21
858|4866|1978-07-04 18:00:48
558|9115|1972-03-15 01:51:23
766|3075|1990-11-09 00:13:18
794|6772|1996-02-12 04:14:38
858|4842|1988-05-08 16:51:48
5|8745|1998-10-13 02:55:24
816|3934|1991-09-05 18:34:01
858|7049|1989-02-19 17:27:46
858|5476|1979-05-16 16:31:13
858|527|1987-05-03 17:31:12
858|9224|1988-09-18 01:49:50
858|5559|2001-12-10 01:56:06
484|5174|1965-01-04 03:26:17
858|89|1998-09-19 09:53:15
255|9932|1991-11-14 04:03:36
345|6951|1997-07-29 01:45:38
492|3798|1988-07-31 14:04:59
858|8976|1989-06-15 14:05:27
859|2227|2002-11-15 19:23:32
859|9612|1971-12-17 19:41:05
859|3076|2004-12-24 21:35:47
397|9501|1978-01-21 01:05:23
844|1794|1979-02-11 09:33:24
859|8916|1978-08-06 14:01:59
213|2709|1992-07-23 07:24:04
245|6875|1985-01-31 05:11:36
859|889|1968-09-25 11:10:34
859|8876|1968-03-06 09:28:53
859|2818|1974-03-07 14:44:57
172|3397|2006-03-31 00:36:01
400|163|1969-10-26 13:45:11
758|3096|1999-07-19 16:40:47
859|3925|1984-10-29 22:01:50
663|5099|1969-07-02 23:05:03
859|1580|2004-09-26 23:40:36
365|1914|1962-01-18 00:50:21
859|5037|2005-04-11 11:01:10
859|2243|1977-11-01 08:34:45
860|8087|1979-06-05 05:04:04
860|7125|2006-12-29 18:36:22
860|5016|1988-12-02 15:24:09
338|7065|1996-07-27 14:48:22
860|2985|1998-04-10 12:42:03
699|5910|1993-10-31 22:34:27
860|5045|1996-04-20 22:52:39
860|1833|1978-09-13 08:15:45
860|9930|1998-03-17 15:27:34
860|5875|2001-06-27 12:32:45
860|8310|1996-12-23 09:23:39
30|8947|1976-06-28 06:07:24
397|8023|2002-08-18 17:43:38
860|8645|1998-12-25 12:48:40
252|4557|1977-03-10 07:09:35
366|7243|1981-04-11 06:46:30
860|3845|2004-02-15 20:37:13
210|7776|1987-09-27 04:18:29
860|5925|1998-06-30 16:57:15
44|8693|1961-09-01 23:36:15
395|5433|1998-01-19 17:15:45
860|35|1975-07-31 22:25:59
861|3154|2003-01-17 02:23:52
740|6101|2006-07-10 13:37:57
861|8435|1962-04-20 20:07:18
861|2761|1987-01-17 21:12:31
264|2480|1973-10-20 19:32:00
453|9635|1992-07-11 19:26:14
861|2428|1968-03-29 02:32:37
861|8384|1960-05-22 07:40:40
272|3558|1960-08-28 18:13:48
460|702|1974-06-11 05:45:11
821|7644|1986-03-24 22:31:57
861|1704|1998-01-20 17:52:58
861|9168|2004-07-06 12:08:50
579|6223|1982-09-13 03:59:25
861|3932|2001-11-30 13:54:44
862|1614|2001-10-07 22:54:43
163|3067|2004-06-02 19:40:30
862|8509|1993-03-31 07:17:47
862|1693|1992-09-14 06:26:18
587|152|1987-01-06 23:24:46
862|6485|2008-03-23 02:15:16
862|36|1975-07-27 18:36:06
862|4980|1988-06-01 16:13:29
862|1854|1997-05-16 21:49:19
574|5410|1995-11-02 17:22:10
862|9539|1987-08-18 13:58:34
37|5362|1982-07-19 22:28:11
836|4820|2001-08-28 08:11:22
862|5373|1982-06-27 22:24:46
642|1851|1995-06-29 19:06:33
862|1338|1970-12-16 07:54:30
89|584|1984-07-23 01:58:59
216|3093|1978-08-19 09:14:53
863|9673|1977-06-27 15:53:14
863|2566|1977-07-21 04:17:15
508|9368|1990-03-15 15:42:37
808|1208|1995-11-03 02:28:44
863|367|1991-08-03 09:32:33
569|4921|1980-05-29 10:14:16
863|674|1996-05-23 21:35:50
665|7758|1991-08-03 04:47:19
863|2410|1994-04-23 06:46:45
863|7638|1993-12-05 22:14:15
863|6854|1986-06-07 04:07:17
40|7173|1983-02-04 08:51:29
863|2085|1985-04-14 10:47:07
863|3228|2005-06-30 05:19:56
414|8880|1960-02-10 04:09:59
863|6447|1979-06-08 06:32:46
235|4813|1979-01-23 14:20:41
423|7038|1962-03-18 15:40:36
863|4769|1963-05-26 16:27:40
207|1718|1987-10-07 13:00:44
863|917|2007-02-12 10:52:41
161|8879|1975-09-30 06:35:08
863|2357|1964-12-14 18:53:10
863|7659|1976-05-26 16:42:30
176|561|1976-03-16 19:10:34
863|931|1975-03-28 00:54:06
289|5247|1975-01-10 08:46:48
863|4779|1982-12-30 15:17:39
412|8189|1991-06-23 14:40:23
863|1383|2008-09-23 00:02:27
863|3508|1998-11-14 02:21:40
645|9522|1982-11-22 18:05:48
863|3312|2000-05-01 20:38:18
863|992|1988-08-08 22:01:22
864|5424|1969-10-09 11:11:17
864|9757|1984-08-11 09:58:03
642|3619|1989-10-27 10:53:51
864|5653|1989-02-01 16:49:26
684|2898|2008-10-03 10:41:00
864|3258|1969-05-07 09:30:21
261|1559|2007-03-29 19:03:20
659|8|1961-03-28 02:23:57
864|2174|1993-05-24 09:20:05
327|4125|1973-10-05 08:50:18
864|346|1977-09-20 18:43:51
864|8285|1961-11-03 22:15:25
225|6103|2003-08-08 01:35:05
754|2747|1978-05-08 12:05:01
864|9466|1997-05-10 23:13:39
452|5286|1987-03-21 04:48:45
864|7560|1965-08-25 18:47:44
416|665|1974-02-02 20:42:30
753|2399|1968-06-20 08:55:12
864|2699|1982-09-18 13:14:38
241|956|1988-02-14 03:43:43
864|290|1986-09-23 20:05:23
864|7892|2004-11-18 08:05:47
865|6752|1980-10-19 16:31:15
488|6192|1997-07-27 00:23:58
522|2717|1992-08-26 23:05:06
809|2291|1990-06-27 11:27:50
865|4055|1960-10-18 23:08:35
865|2682|1991-02-11 05:27:38
865|789|1993-09-13 12:48:28
483|5368|1984-03-05 17:38:42
679|6371|2002-07-17 06:23:56
865|3790|1968-08-19 12:07:21
865|7054|1969-01-20 13:24:12
865|6777|1970-09-07 22:39:23
79|3926|2002-02-20 22:37:39
684|2788|1980-08-17 13:30:14
865|5526|1971-02-08 23:52:01
865|72|1968-11-06 15:57:55
488|9362|1990-10-15 08:50:30
865|307|1994-03-15 08:17:15
253|4270|1993-08-14 11:20:49
865|3475|1999-02-25 07:16:56
866|7544|1978-07-31 19:34:07
866|4848|1980-11-21 17:51:33
866|156|1968-07-31 20:07:12
240|9461|1987-05-28 03:09:51
866|7232|1980-03-06 06:28:05
866|7684|1976-11-23 11:27:08
866|3130|1980-05-19 03:26:18
416|8543|2006-01-15 15:29:12
