Person|Company|workFrom
9754|7|1988
5341|13|1962
4504|3|1969
3579|5|1982
5340|8|1975
8725|10|1963
5338|5|1984
5338|3|1996
5338|13|1999
2264|9|1966
7108|3|1978
5217|9|1966
9209|14|2005
5337|14|1979
5337|8|1964
5336|8|1976
7299|12|1999
6174|7|1961
3402|13|1981
3853|8|1974
8410|5|1995
2963|10|1986
5335|5|1968
5335|1|1987
5334|11|2001
5331|2|1994
5330|4|1971
5330|14|1960
5329|1|1973
2982|2|1961
5327|2|1998
5327|10|1975
5683|1|1984
5326|1|1966
9752|3|1971
4760|1|1984
934|8|2001
1484|14|1975
5325|5|1964
4952|1|1990
4865|10|1989
5323|0|2004
5323|7|1978
2339|6|1989
5323|1|1997
5322|12|2005
6240|3|1992
3517|4|1964
5320|9|1961
7759|10|2004
5320|12|1978
7122|11|1965
5320|0|1985
5318|4|1972
1234|5|1985
1638|1|1973
5318|0|1989
3588|1|1995
5316|9|1972
8462|6|1976
5315|7|1987
5315|5|1966
5314|6|1968
8526|11|1964
5313|1|1993
5312|2|1974
7278|10|1966
2654|12|1999
4702|7|1993
5312|3|1980
5311|12|1998
5307|2|1962
3408|1|1972
5304|11|1990
5304|4|2005
5304|14|1973
5303|9|1985
9212|1|1963
5303|7|1987
2314|9|1960
7656|5|1968
3182|2|1967
4244|5|1970
5303|13|2005
7138|13|1976
5302|14|1973
864|2|1985
3773|14|1970
5301|3|2003
619|10|1971
5301|13|1984
5299|9|1991
5297|6|1990
5296|2|1980
920|0|1962
5999|14|1982
3127|9|1968
3947|0|1981
5294|0|1964
5273|4|1974
5293|4|1968
6102|12|1975
2605|6|1984
5292|1|1977
5292|10|1973
2180|6|1967
9652|12|1990
5292|7|1998
5291|5|1963
8389|4|1972
5289|2|1980
5018|11|1991
5286|7|2006
9184|5|1981
2427|4|1963
5285|8|2004
2915|1|1975
5284|3|1960
5282|14|1981
7727|6|1967
4596|9|1980
4067|5|1991
5454|1|1961
5281|0|1973
6103|2|1987
5281|12|1979
5280|11|1966
1482|5|1960
2908|6|1990
5096|9|1969
5279|2|1982
5277|4|1991
5914|11|1966
5277|2|2006
3911|5|1998
8950|0|1978
5277|10|2004
4389|3|1993
5276|8|1986
2487|10|1995
5276|11|1988
5905|9|1975
5273|14|2005
5273|7|2001
3531|12|1982
5273|10|1982
3970|10|2004
5272|7|1972
5271|4|1960
8260|8|1976
5270|8|1998
5268|7|1997
5058|4|2007
4553|11|1975
5265|8|2000
1275|13|1967
5265|1|1993
2533|5|2004
9663|12|1973
6202|1|1975
5263|9|1995
5262|2|1979
5261|12|1960
5260|11|2000
2800|10|2002
5259|5|2001
325|10|1995
2197|3|2000
3045|6|1963
5259|11|1998
976|4|2000
6915|5|1997
5258|7|1969
1398|12|1971
3319|10|1973
7241|4|1988
5258|12|2001
9166|2|1983
5582|4|1983
5257|7|1967
1667|11|1996
5092|6|1986
5256|13|1991
5256|14|1983
1204|0|1964
4380|9|1990
419|13|2007
2610|14|1998
5256|4|1966
5255|14|1963
4233|5|1999
8256|11|1970
5254|4|1965
75|1|1980
5252|9|1983
4244|7|1976
1144|6|2002
5252|12|1983
9018|10|1970
5251|13|2001
645|14|1994
5251|7|2007
5249|12|1986
7973|7|1974
6166|8|2001
5249|11|1998
5248|14|1997
6316|6|1981
5243|12|1997
9190|10|1966
5242|5|1978
4573|10|2007
5070|7|1990
5240|11|2000
4175|2|1992
349|6|1981
5239|8|1979
5239|3|1962
2898|2|2004
8829|2|1979
5238|1|2004
5238|7|1964
3344|1|1992
5237|11|1963
5237|9|2005
4563|4|1965
2092|5|1973
5236|5|1971
5236|10|1962
5234|0|1992
5233|11|2000
5231|7|1970
4639|4|1978
3264|3|1998
8412|13|1962
5231|4|1964
783|8|1980
5229|0|2001
5227|10|1982
5227|14|1977
5227|2|2002
5225|3|1995
6195|7|1977
2974|13|1960
5224|0|2004
5224|8|1963
4344|7|1990
5223|4|1978
5221|0|1975
767|0|1988
9051|0|1965
5220|3|1997
5218|7|1987
5218|9|2005
5217|13|1960
5216|3|1981
4240|14|1973
5215|6|1999
8594|11|2002
3529|12|2007
2629|6|1968
5215|10|1978
5215|12|1987
2371|4|1989
2552|3|1984
4555|3|1962
5214|5|1973
5214|3|1972
509|1|1997
3570|12|1962
5171|4|1973
4608|4|1969
7728|9|2003
5212|6|1985
7575|0|1983
5212|3|1970
9056|8|1993
5212|1|2003
8863|14|2003
5211|10|1981
1840|13|2003
5209|5|1979
6105|10|1994
3886|3|1976
852|14|1971
7998|11|1986
5208|13|2001
3027|6|1980
6848|12|1992
5207|14|1996
5207|3|1970
1143|4|1967
5206|8|1968
9624|2|1978
2383|1|1969
6786|2|1997
2814|7|1963
5206|3|1966
5205|2|2002
5129|11|2000
8697|3|1978
5203|8|1961
8508|3|1997
5202|0|1982
5201|9|1981
4800|10|1973
9534|10|1972
5201|2|1972
5200|8|1974
5197|11|1985
5197|4|1960
2765|1|1999
5195|5|1996
5195|3|1983
5039|13|2002
2655|10|1967
6733|1|1986
5194|8|1990
5193|4|1976
9888|12|1995
5192|0|1971
3902|9|1981
5192|7|1973
1209|2|1994
7900|11|1986
3997|8|1972
7591|6|1969
5191|5|1990
5191|4|2006
5190|12|1969
2720|11|1964
5188|11|1968
5188|6|1989
5188|7|1970
6333|9|1964
5187|4|1976
6914|6|1986
5187|9|1986
8133|13|1991
5186|13|2001
6516|10|1979
6351|3|2002
2631|10|1979
5185|1|2002
8193|13|1960
5185|13|1972
5185|6|1991
4527|7|2007
422|14|2004
9570|14|1999
4375|3|2007
5178|14|1984
5177|0|2006
5176|3|2001
2784|2|1968
5175|10|1965
5175|1|2006
9124|3|2003
5174|12|1974
5173|2|1973
1514|6|1976
5170|7|1978
8870|9|1960
5169|13|1960
5168|0|1982
543|6|1993
5167|2|1967
5166|9|2006
5166|8|2002
9870|7|1977
9160|0|2002
5166|2|1974
5164|3|1971
5985|14|1978
4289|5|1967
6638|8|1962
5163|9|1983
3287|7|2000
5163|8|1983
5839|9|1978
5162|3|1997
3430|4|1986
9735|7|1991
6162|6|1994
3297|2|1960
5160|8|1963
265|9|1962
6458|7|2000
5157|9|1974
5156|2|1985
4799|9|2002
3829|0|1999
5155|5|1975
5155|7|1972
9904|11|1988
5968|10|2005
5155|12|1962
1217|12|1993
5153|2|1979
7157|11|2005
5152|14|1964
5151|14|1983
9234|8|1997
4313|10|1970
1883|13|2000
5151|8|1965
5150|6|1995
5149|5|1981
4424|10|1968
5804|12|1993
5148|4|1969
2482|7|1961
2981|0|1982
5144|11|1979
5143|12|1962
5142|6|1973
1099|6|1999
6259|8|1980
9606|12|1987
5142|3|1999
5011|14|1966
6734|2|2003
5138|6|1962
3082|1|1997
5138|12|1996
5138|1|1975
3050|10|1976
5137|7|2007
5136|6|1978
5136|13|1992
5135|11|1968
8639|10|1978
9979|12|1998
4190|5|1976
3751|9|1966
8762|3|1966
4190|14|1982
5133|1|1973
4929|6|1991
5131|6|1993
5129|9|1989
3574|1|1985
5128|12|2002
5128|7|1972
5019|0|1960
7040|6|1983
7649|14|2003
5125|12|1998
3817|11|1993
2387|2|2001
5124|0|1974
288|0|1969
8072|0|1968
9405|13|1961
5123|6|1985
777|2|1999
5122|11|2000
567|2|2007
2808|4|1982
5119|14|1963
5555|14|1982
5119|11|1964
9159|9|1985
2728|10|1960
6891|14|1981
7228|3|1978
5118|6|1963
5118|4|1975
4199|9|1992
5115|12|1967
8260|1|1989
5115|1|1991
5114|7|1985
7851|4|1975
5111|10|1966
5108|11|1982
1190|1|1980
5108|3|1961
4743|7|2000
5107|5|1964
7374|6|1985
3173|4|1960
5107|14|1979
6760|5|1963
5106|6|1991
3992|5|1994
6521|5|1982
4287|7|1979
8791|10|1996
5103|6|2006
3374|10|1989
5102|5|1976
3182|5|1969
5100|10|2006
5684|10|2001
8289|0|1984
5098|0|1999
5098|14|1979
5097|14|1997
4128|7|2005
5093|1|1968
7883|8|1978
5091|6|1987
5091|10|1998
5091|11|1980
7004|14|1998
7786|5|1999
5089|14|1992
9323|13|1987
2506|4|1978
5294|14|1995
5087|13|1985
6669|8|1964
5087|2|1986
5085|6|1982
3633|9|2003
5083|7|1975
7991|6|1963
5082|13|1968
6203|10|1969
5079|10|1974
4894|2|1970
5079|1|1972
1287|8|1961
9980|2|1962
5078|5|1986
2560|7|2002
4173|2|1974
5077|0|1973
4904|12|1967
2982|0|1994
6849|14|1991
5077|11|1972
5076|3|1964
3848|0|1978
1005|13|1988
5076|14|1993
1828|11|1971
5076|13|1994
2245|10|1996
6327|14|1961
5075|3|2000
4791|11|1982
923|8|1966
5073|3|1991
5071|3|1969
6692|10|1989
8036|13|1976
5867|7|1985
5147|3|1984
5070|11|1960
4249|13|1964
5067|14|1970
2797|2|1985
5065|0|1971
766|6|1966
8815|14|2005
5062|8|1964
276|6|1976
5059|2|1974
2237|13|2003
5058|6|1963
3034|3|1991
5058|3|2001
938|10|1960
5842|6|1979
4637|3|1962
7786|14|1971
5055|11|2007
5055|0|2000
5055|3|1976
5055|13|1969
5053|11|1972
2577|1|1993
5518|1|1976
3905|2|1965
8780|10|1974
5052|13|2003
1659|12|2001
5049|9|1973
7632|4|1970
2674|8|1986
4205|2|1981
2761|6|1967
8758|9|1997
5047|3|1973
1812|6|1980
3972|5|2005
5046|12|2007
212|0|1986
3074|12|2004
2389|9|1988
5046|5|1966
5044|1|1995
5043|4|1997
4398|11|2006
8422|0|1960
8746|13|2002
5041|13|1965
5039|10|1998
969|9|2007
4207|2|1995
5038|5|1977
5036|7|2006
6684|9|1963
5035|7|1966
4588|5|1973
5035|4|1962
8992|9|1965
5033|6|1962
5032|11|1997
9532|6|1964
2994|5|2004
6830|8|1961
5031|1|2007
7800|8|1984
5031|14|1990
5030|5|1984
6843|0|1968
3522|10|1976
1970|7|1990
3431|4|1987
2757|9|2004
5029|2|1964
8321|9|1980
5029|3|1997
6643|4|1964
4014|14|1985
5027|12|2002
1128|3|1990
5027|3|1995
5026|2|2000
5025|14|2007
2911|2|1977
5024|4|1990
5024|3|1991
5024|10|1974
953|12|1980
1149|13|1974
9861|14|2007
4498|1|1996
5023|0|2000
4485|13|1965
4918|0|2001
6076|13|1966
3054|8|1972
2162|3|1980
5022|14|1961
7515|9|2005
2581|2|2003
5021|9|1960
3660|6|1971
5021|8|1964
2559|4|1962
5020|14|1964
5019|6|2003
3798|5|1993
5019|10|1969
5019|12|1963
5014|1|1970
308|8|1976
5013|4|1985
5013|11|1993
5013|12|1986
2159|6|1999
5010|10|2006
6056|1|1989
5010|11|1972
5009|4|1978
2206|2|2007
4723|1|2001
3497|13|1967
9082|14|1976
5008|11|1970
5008|8|1972
5006|13|2003
1405|8|1983
5006|2|1963
5003|11|1985
1021|11|2004
5243|9|1969
5002|8|1991
5000|14|1996
3800|5|1979
4998|13|2002
4998|0|2006
5146|13|1968
3918|9|2007
4243|2|1995
4997|2|1991
4995|3|1989
4994|0|1968
8779|12|1986
4993|0|2005
1198|12|2000
4993|12|2000
4992|8|1976
6634|8|1973
7616|7|1999
2478|3|1974
2206|0|1994
4991|3|2004
2529|8|1968
4991|5|1968
2031|7|1987
7975|4|2004
4991|11|1984
4990|7|1989
785|1|1976
856|6|1988
4989|7|1986
4987|7|1971
4987|3|1971
4987|5|1964
3820|4|1985
2906|13|2007
6992|12|1970
4984|7|1974
4983|7|1975
4982|13|1975
4980|2|2001
4980|8|1978
3085|1|1980
5824|8|2003
4979|13|1982
2997|1|1966
6362|12|1980
3446|9|1991
2982|8|1988
4979|4|1986
4979|10|1995
1087|11|1969
2586|11|1995
4372|14|1989
8040|14|1988
4741|13|1987
4978|4|1981
4491|6|1995
5441|10|1968
4975|4|1973
8414|7|2007
4975|14|1993
7457|14|1962
3980|12|1983
5418|12|1965
4975|2|2002
3494|11|1979
8098|13|1976
5448|6|1979
3318|3|1996
8490|14|1989
4974|12|1975
4973|14|1961
9790|12|1988
3375|14|1962
4970|0|1976
4970|7|1964
4970|11|1998
4970|8|1988
4969|10|1986
4969|1|1991
4969|3|1960
4855|1|1993
6078|13|1967
4967|0|1962
2397|1|2003
4967|12|1960
3847|1|1989
9825|14|1997
8709|0|1995
4967|7|1986
5514|2|1976
8795|1|1985
4967|9|2007
3243|9|2005
3202|6|1996
2703|12|1982
4966|10|1964
4965|10|1978
7121|10|1966
2677|13|1993
4965|8|1978
4965|12|1999
5684|12|1988
4852|4|2007
353|10|2002
9605|6|1973
4964|14|2007
5053|4|1972
4201|4|1979
5985|9|1976
4963|12|1983
2710|8|1979
4961|7|1967
4961|10|1967
4960|7|1991
1631|6|2000
7396|0|1990
4959|0|1988
5664|6|1979
3493|2|1973
4958|12|1989
4958|7|2004
4951|10|1962
4948|13|2006
6314|11|1988
9317|8|1978
4947|3|1999
4947|14|2002
4946|14|1988
8858|3|2001
4945|12|1981
4944|13|1975
4943|1|1989
4941|8|1962
4941|10|1994
4941|2|1990
2948|4|1999
4941|6|1983
4939|9|1965
4939|14|1963
4938|13|1976
4938|11|1992
4937|12|1988
821|13|2003
4936|11|1990
9727|4|1972
4936|6|1994
4935|5|2007
4934|2|2004
4971|7|1997
4933|2|1968
4933|8|1997
5076|8|2004
4929|2|1968
5157|10|1989
4886|7|2006
9264|9|2006
8663|10|1975
3278|0|1992
4926|3|2004
4923|14|1969
4301|14|1969
771|3|1975
1557|1|1961
4921|7|1960
4921|10|2000
4920|13|1998
3891|4|1973
4920|4|1986
4919|6|1978
4919|9|1997
4918|6|1978
4918|4|1972
4918|1|1989
4689|5|1985
4917|1|1978
4916|2|1968
2967|7|1988
4916|10|1990
4915|11|1974
4328|2|1973
4914|9|1960
1653|5|1997
8350|11|1995
4910|3|1998
4908|4|1987
4908|8|1983
3048|13|1963
4906|5|2004
1119|1|2005
4048|3|2001
2504|3|1987
9070|11|1987
4905|6|1993
4905|5|1993
8505|6|1962
3982|6|2005
3285|6|1979
4904|6|1962
6891|0|1970
4904|13|1973
4903|2|1965
1025|8|1999
9660|14|1961
2780|5|1979
2248|6|2006
4903|1|1961
4903|4|1997
4902|4|1979
2624|12|1996
9084|4|2005
4902|13|1989
8692|1|1978
4902|9|1969
7269|13|1976
4902|1|1974
4901|7|1964
4270|5|1995
4319|14|1965
3966|1|1986
7807|0|1992
4900|12|1963
3910|4|2002
4899|6|1979
3273|1|1967
4849|5|1981
4897|5|1972
3219|1|1969
348|10|1987
4897|11|2007
4895|9|1981
9509|3|1961
4893|2|2001
1136|7|2005
7423|9|2000
4029|4|1977
6119|12|1970
4140|8|2005
2448|5|1997
2466|12|1982
4892|13|1971
4039|0|1985
4891|5|1993
5367|1|2006
3145|9|1997
4891|7|1965
1897|7|1985
4823|12|1990
8699|5|2003
4889|4|1989
3997|0|1974
9255|5|1967
4887|4|1964
4887|14|2003
4887|8|1978
8798|8|1993
3828|3|2005
2843|14|1992
4885|5|2006
4884|11|1973
5824|7|1961
4884|1|1994
1001|9|1982
4770|1|1978
4660|10|1965
9460|6|1977
4882|8|1971
5645|4|1981
4881|10|1965
4880|2|2004
3111|6|2000
4880|1|1992
4880|12|1984
4880|11|1978
4879|5|1965
633|0|2006
4878|10|1969
4878|13|1971
4878|2|2007
7791|14|1984
4112|10|1962
9857|6|2001
2848|0|1978
2482|10|1974
255|10|1961
4877|3|1975
8180|10|1979
4874|8|2000
4874|1|1997
5986|14|1997
4873|0|1969
4873|3|2002
4873|10|2006
1466|12|2003
4872|6|1984
4871|9|1969
8539|13|1968
4869|12|1984
3202|7|2006
6024|7|1961
5445|2|1995
4869|6|1984
1689|2|1997
8205|13|1999
4365|9|1986
7131|7|2004
4863|5|1982
6875|10|1991
4861|8|1976
3232|6|1964
4861|9|1995
4860|9|1977
2412|12|2002
4860|5|1976
4857|3|2001
4509|9|1990
4856|0|1976
2760|12|1966
4851|7|1973
5652|0|1974
8199|11|2001
2914|0|1964
4890|9|1982
2910|6|1989
1415|9|1985
4850|0|1996
4850|6|1960
4944|3|1979
4849|14|2002
4847|11|1980
4846|4|1969
2377|4|1975
4846|11|1999
2066|0|1966
6557|2|1992
8364|5|1981
4845|1|1979
4842|13|1983
5366|11|1976
4842|5|1976
9407|4|2003
4841|4|1990
4841|12|1996
3182|11|1995
4839|4|1994
4839|9|1993
4188|6|1960
438|0|1977
9789|11|2007
4833|1|1966
3903|11|1993
4303|6|1982
4832|6|1981
4832|9|1963
9061|13|1979
4831|14|1986
4831|7|1994
4831|12|1990
4831|1|1994
2124|3|2006
4927|0|1994
4829|9|2005
3975|7|1992
3234|7|1966
4820|14|1990
4825|7|1981
4841|8|2007
4825|3|1988
4824|0|1982
3599|0|1972
4822|3|1968
7396|11|1983
4821|3|1974
6028|6|1962
4819|0|1993
2848|8|1992
4818|4|1976
4813|4|1992
6418|10|1972
4809|12|1977
4808|11|1973
5973|9|1982
3858|14|1966
4808|8|1984
4807|14|1999
4807|13|1971
5663|9|1991
4807|5|1966
7311|4|1984
2438|14|1990
5879|4|2006
4805|6|1973
8834|12|1971
4802|2|1968
5857|9|1993
4800|13|1997
1631|12|1989
3113|3|1984
5581|12|1997
4800|14|1994
3400|6|1964
4800|4|1960
1683|14|1968
6815|1|2002
4800|5|1977
7312|4|2007
3838|13|1990
4798|9|1976
4431|12|2006
4795|3|1963
2551|13|1968
4793|6|1993
6985|9|1964
8693|12|2001
4792|0|1961
4790|2|1970
4789|5|1977
4788|9|1983
8654|6|1981
2845|9|1998
4784|8|1988
88|6|2005
4782|5|1972
9999|10|2002
3054|3|1968
4782|6|1980
667|8|1964
9206|0|1995
4411|13|1966
5646|4|1967
4781|14|1976
3152|7|2005
4781|0|1967
6233|13|1994
4781|1|1964
4778|11|1991
4777|14|1978
4774|7|1986
4773|8|2007
4152|2|1983
4772|8|2001
4772|12|1984
3098|12|1986
4311|13|1995
9950|12|2006
4771|8|1968
8007|0|1963
4768|13|2002
4768|3|1987
9198|0|1996
9000|10|1970
4767|8|1988
1667|1|1974
4765|7|2005
2238|4|1973
5567|13|1966
3637|2|2001
5734|14|1990
4765|13|1986
4764|6|1988
4763|1|1967
4762|14|1987
4761|5|1962
4761|3|1988
1003|12|1978
4760|0|1962
4759|2|1991
458|2|1990
8733|13|1984
6026|7|1985
4758|4|1991
4103|14|1980
418|8|1992
4758|3|1996
1064|13|1961
7005|2|1970
4758|12|1974
8247|13|1986
5027|4|1975
4819|13|1985
4650|12|1984
4757|1|1998
9387|5|1993
4757|7|1987
2495|5|1964
801|0|2006
4756|10|1985
4754|4|1967
8001|2|2002
4754|11|2003
2230|9|1961
4753|2|1979
6604|4|2004
9932|0|1968
3034|12|1979
4352|10|2000
4753|1|2007
6132|0|1988
3043|3|1992
4753|14|1986
4752|4|1997
4752|11|1963
7930|0|1993
4750|4|1970
4750|10|1993
3100|3|2001
4750|11|1971
4747|9|2004
8024|6|1968
4746|5|1993
4806|3|1983
4463|0|2007
4746|8|1964
842|12|2002
7229|7|1989
4743|12|1979
4742|0|2006
3331|5|2006
4830|7|1972
4742|7|1988
9606|9|2006
5108|4|1997
3286|14|1985
4739|1|2004
5531|7|1979
4737|13|1982
6778|11|1998
4876|13|1997
2920|12|1982
4736|1|1965
4959|8|1961
4735|10|1974
4734|10|2004
4734|11|1998
4732|9|1992
8097|3|1998
3871|13|1984
4732|6|1997
4730|11|1961
4728|2|1990
4728|0|1998
6659|12|1965
4727|14|1979
4726|10|1969
9161|9|1983
4716|13|1994
4726|12|1961
4726|13|1980
3277|7|2002
1846|6|1962
4248|1|2006
4725|11|1980
8072|4|1960
4725|5|1964
4723|7|1989
4722|2|1995
4720|8|1964
2274|14|1994
4720|11|1963
4719|9|1992
4718|13|1996
2999|3|1969
6946|0|1979
4717|14|1974
4656|0|1974
4716|14|1992
4716|8|1983
6369|12|2007
4714|12|1982
4617|1|2003
1075|11|1984
7595|0|1962
2857|6|1995
4713|2|1965
4712|12|1986
9057|14|2004
4712|7|1991
4711|5|1975
6737|6|1961
4711|0|2007
4711|6|1970
9589|7|1967
4711|10|1964
4710|9|1987
4707|13|1985
5888|10|1980
4707|5|1970
4706|14|1994
707|0|1993
4705|4|1993
9768|2|1969
5937|3|1990
4701|9|1979
4701|10|1967
1811|8|1999
2057|9|1993
2907|6|1963
3421|6|1965
4700|4|1996
6521|11|2001
4699|3|2003
4699|2|1962
6408|7|1987
4698|4|1992
1957|4|1979
4697|6|1997
468|9|1980
7423|2|1968
4697|4|1967
4197|13|1965
4697|10|1967
7110|4|1970
4695|10|1976
2387|10|1984
4335|11|1984
5470|12|2003
4695|2|1962
4309|8|2005
4033|2|1991
2547|10|1965
4695|1|2001
4693|9|1994
4692|11|1963
3769|9|1980
4692|7|1967
4692|13|1960
5936|1|1963
4691|9|1971
4690|10|2001
552|1|1983
4690|8|1960
6028|8|1982
4690|9|1978
4689|10|2007
2722|0|1985
4361|7|2003
4688|10|1967
5005|13|2005
4688|2|2004
1063|8|1995
1817|13|1961
7102|8|1979
4685|2|1975
7188|14|1993
4685|6|2004
6568|3|1985
3557|2|2001
4683|10|1999
2489|13|1966
4683|4|1987
6590|1|1985
4253|7|1986
4682|1|2000
4681|14|1969
6255|3|1968
4680|3|1971
4677|8|1971
4676|13|1998
5399|13|1975
4675|7|1986
8604|7|1993
4675|1|1984
4673|11|2003
4810|0|2000
3866|4|1993
4672|0|1975
4672|1|1976
4670|2|1992
9503|0|1992
4668|4|1973
4668|0|1993
4668|6|1980
5754|0|1985
4668|7|1981
8560|0|1967
4666|10|2000
3470|13|1962
4666|2|1962
3332|14|1976
3758|7|1990
3328|3|1974
4661|8|1984
4660|11|1984
1260|6|1998
1966|3|1972
9789|1|1963
4658|1|2007
8220|13|1987
4658|5|2007
4657|0|1990
3289|12|1979
4657|3|1973
3660|11|2007
8188|8|1972
4656|11|1977
4656|6|1985
4653|13|1964
2144|6|1998
4648|13|1971
7349|14|1976
4648|0|1986
2804|13|1973
2666|4|1964
5094|5|1989
4648|14|1999
4646|14|1966
4644|6|1994
5745|10|1972
4642|7|1989
4133|10|1974
3644|5|1974
2622|10|1996
4642|13|1987
8989|7|1960
4638|13|1991
4638|5|1979
4638|3|1978
4637|7|1990
1946|4|1961
9375|7|1997
4634|5|2002
4631|13|1990
8607|3|1979
4631|7|1973
4426|13|2004
4630|7|2003
4630|1|2003
4629|3|1971
4628|10|2000
9416|13|1973
4628|8|1998
4893|10|1994
4627|12|1980
4625|8|1971
4625|5|1992
4625|6|1968
1022|6|1966
4624|12|1969
4091|10|1981
7986|14|2003
4623|0|1975
879|10|1983
4622|3|1981
4620|7|1983
4619|3|1989
4618|3|1998
4596|4|1966
7921|0|1968
7703|7|1994
4618|6|1963
5770|3|1994
3126|3|1982
670|2|1987
4618|9|1976
1871|10|1983
4617|8|1966
4617|11|1997
2402|12|1975
4616|13|1993
4614|3|2003
7156|5|1994
8875|14|1987
4612|0|2004
4612|11|1983
139|9|1970
2103|1|1995
3716|6|1961
4612|3|1971
4611|13|1994
205|3|1993
1289|11|1994
4611|9|1987
4169|7|1979
6272|7|1990
2951|6|1989
4609|0|1980
4608|7|1960
4608|11|1978
3676|11|1983
4607|14|1963
6748|14|1986
4971|13|1960
4607|4|1966
3083|14|1979
4606|5|1997
7600|0|1989
4606|7|2006
8196|4|2006
4603|14|2006
4382|10|1996
9544|4|1973
6306|2|1965
5822|13|1981
4603|0|1993
4602|13|2001
2288|12|1978
3494|7|1973
4602|10|1992
5696|7|1980
4601|9|1977
6124|4|1987
4597|4|1984
2274|4|2001
5648|4|1972
7890|3|1984
4596|14|1974
4594|5|2004
4592|10|2006
5581|5|1983
2956|2|1967
4591|10|1972
6023|9|1975
4589|6|2004
3541|2|1967
4589|12|1994
4588|11|1988
1222|12|1988
3208|8|1960
6682|13|1982
2535|4|1977
7674|0|1967
4588|0|1972
520|11|1975
4587|11|1977
4586|0|1972
695|14|1991
4586|6|2006
4585|1|1961
6011|3|1969
3478|13|1976
7550|0|1992
4585|14|1966
9455|12|1984
8815|12|1965
2732|6|1992
4584|3|1976
6593|0|1986
4584|8|1960
9344|0|1995
4584|2|1988
4581|9|1982
4579|1|2006
6642|4|1997
4293|11|1961
4579|9|1968
2530|5|1974
97|1|1981
4578|4|1991
4577|6|2003
1444|8|1977
4575|5|1987
2965|6|1986
2795|9|1964
2226|12|1999
4574|7|2000
4574|4|1961
4574|5|1988
4571|7|1969
4790|4|1997
4570|1|1987
4569|14|1992
254|5|1962
9303|2|1982
8442|10|1975
4568|10|1972
4567|0|2005
2920|3|1986
3412|6|1965
4566|9|1968
8596|14|1973
4565|2|1962
3526|13|1971
4564|12|1980
4564|0|2002
4563|0|1968
9811|8|1973
4228|4|2003
7122|1|1997
4562|1|1972
4561|9|1974
1469|0|1982
4560|13|1981
4560|2|1970
3116|3|1984
4559|10|1989
1914|10|1981
7304|2|1974
4557|5|1976
3557|5|1998
4557|10|1975
4556|3|1972
3332|12|2001
4176|9|2004
6530|13|1968
4555|7|1965
727|12|1980
803|2|1969
4365|13|1978
9823|2|1999
4552|12|1996
4152|10|1989
4552|5|1982
4551|8|1987
3083|4|1961
4548|9|2004
4548|13|1984
5646|8|1979
4548|12|1974
4546|7|1999
3163|0|1964
7177|4|1986
4546|8|1992
4664|1|1971
2926|7|1998
4544|1|1978
4542|6|1997
1202|0|2000
4541|4|1973
2354|1|2002
4541|12|1988
7779|0|1988
4541|14|1962
6516|14|2007
4540|13|2005
4540|12|2003
4538|12|1991
4538|14|1991
4538|3|1982
4536|13|1965
5893|9|1976
4536|2|1997
4534|4|1962
7327|1|2005
6452|6|1990
4533|9|1992
6709|12|1971
4529|11|1994
1887|7|1976
7237|4|1972
4529|12|2002
4528|3|1987
4528|2|1963
4528|10|2004
4528|6|1963
4526|2|1977
7209|10|1991
4525|13|1988
1114|13|1982
4525|5|1987
2937|13|1968
4523|7|1990
4523|8|1986
7903|8|1974
4521|9|1983
4521|4|1969
4520|10|1971
4518|9|1970
4900|5|1984
4514|3|1984
1643|13|1998
3165|9|2003
2754|6|1990
4513|4|1989
7825|10|1972
4513|3|1996
7668|1|1996
4679|4|1993
3470|12|1985
6977|5|1969
4510|13|1960
4510|9|1989
4509|7|1987
4509|8|1962
5154|8|1993
4509|14|1981
2018|0|1983
4506|14|1981
4506|5|1987
4506|11|1960
6598|14|2006
4056|13|1986
4504|6|1984
4504|8|1977
940|8|1965
9073|8|1980
6273|12|1960
4504|5|1997
8935|7|1975
4501|14|1972
4500|14|2001
2254|13|1965
2269|2|1987
8200|12|1994
4496|4|1979
2999|12|1973
6553|1|1973
4494|14|1990
4771|7|2005
4493|0|1970
7662|7|2003
4492|13|1970
4491|4|1963
5914|8|2005
3115|9|2006
4490|12|1986
4894|9|1989
2730|9|2006
4488|13|1975
4446|3|1977
4487|2|1990
4486|13|2006
4486|3|1969
4686|12|1991
4486|5|1973
2479|12|1989
115|8|1977
4486|12|1997
4486|4|1988
4486|2|1996
1582|12|1981
1869|9|2002
9306|3|1999
4485|4|1979
4485|6|1990
4483|2|2007
4482|2|1982
1679|7|1976
3740|0|1972
4482|1|1985
1155|9|1980
4481|12|1961
4229|13|1972
8746|14|1974
4479|2|1972
2848|11|1972
6032|10|1979
4478|10|2007
4478|8|1995
4478|13|1964
4475|11|1986
4475|3|1997
527|13|1993
4474|13|1972
8967|13|1990
4474|12|1978
6585|3|1966
5028|8|1994
4472|2|1988
4472|6|2002
4471|9|1984
4471|13|1971
6941|7|1986
4470|1|1960
4470|13|1983
4470|14|1989
8220|4|1987
4470|5|1965
4469|14|1985
9|9|2003
532|0|1988
4468|11|1970
3109|10|1977
4468|4|2005
4465|8|1985
4464|2|1993
4464|9|1994
2409|14|1990
4191|7|2005
3158|7|1997
4464|3|1969
6164|4|1975
3646|2|2005
4464|11|1997
8263|7|2001
4461|7|1967
