Post|Person
58009|6935
71170|2772
83445|3435
11169|4966
83448|6344
10911|8660
83463|1940
41257|2989
83465|9744
10462|6032
18245|2883
59139|6564
83466|6446
83467|4036
25072|9624
44610|9123
83474|6074
8420|62
83482|8828
83482|9529
83482|3994
23878|3518
42462|7646
83484|2960
13122|2810
83501|395
83513|5491
83520|3481
27905|7019
83527|1096
83529|9400
83533|8265
40936|629
72473|9141
83550|9300
13612|8927
56031|3155
61712|7551
83555|6801
83555|1141
38686|5656
54136|4195
70489|720
83569|8902
37111|6902
66410|6425
83578|1148
44268|5828
62548|913
83586|9046
83595|7797
83605|636
65784|3381
83617|2924
82779|3556
83620|2411
83622|8326
83625|6170
83634|9681
43066|2626
83640|1016
83179|8454
83651|958
83658|4555
39066|7196
83664|4884
83667|5575
22905|4384
83674|4697
38223|6717
71982|4493
83677|1210
69709|1430
70623|6077
83680|9750
48954|5345
83701|7834
32550|6056
83711|5079
56989|6967
83726|254
5757|9721
23394|9490
26824|7366
83736|7902
60462|3489
67853|9980
83747|8232
83774|2035
43862|458
83785|4099
7018|8324
83789|8113
83792|7928
71363|8553
83812|160
83848|7835
58894|1705
83870|7568
74412|8519
83875|450
66239|7311
71728|7148
83896|5430
24960|5974
55693|638
83906|3779
18597|9567
80105|9037
83916|8976
83925|7983
83935|9410
28089|6290
83943|7922
10282|3280
83992|5334
25774|1172
47890|4425
84003|2587
55602|8755
84013|7689
36253|5714
84029|4823
64051|7190
84031|6698
76266|626
84039|5527
84045|1996
9264|6457
25867|5456
84063|3847
63619|6030
84066|9640
54346|6936
84068|670
40103|4976
57434|52
64061|3312
84095|7559
24638|432
64845|1418
84097|2898
33152|8278
84100|7899
78143|403
84130|6027
56533|8089
84142|5743
67456|9792
77741|9279
84152|2107
84180|6806
84183|8978
84185|6835
16640|8309
24911|8190
84190|7459
1609|7299
84226|6098
23367|1350
29154|1562
34308|758
84236|4237
84237|8515
27209|5163
27692|9887
84242|5099
28554|585
84248|6053
73164|8243
84258|746
84267|2440
8809|2404
57246|139
58861|7396
84295|6673
84336|1475
18991|2367
38781|4333
84342|9460
6740|1552
84343|1516
32763|1648
84344|5652
57816|3320
84360|1904
54381|3871
84369|9728
7412|6271
37740|4572
84376|4558
69699|9708
84399|7309
16651|2975
84414|8090
84418|4658
41194|7278
84425|7416
84430|8477
84445|7750
72065|4680
84454|1791
84463|1828
84468|8028
84468|4974
84487|2069
47513|2347
84491|7065
84502|1055
59834|5816
84536|3942
24707|574
38704|9084
84546|2192
84550|434
84552|777
84553|9967
84553|7468
84566|7312
84574|1227
12048|2982
44277|9901
84578|5511
22984|4144
60005|4470
84589|7904
84596|3747
12582|6682
84645|1104
3684|2886
84648|4011
22638|8565
80681|3156
84683|1145
43044|1443
84687|57
84705|1476
54764|4274
84723|3469
49494|1344
84731|168
3878|4604
84735|2793
84740|1567
79929|6708
84761|4061
49869|2915
60946|9110
84772|1702
20892|8125
60198|4259
75777|150
84774|596
84789|6413
84791|2248
18120|6343
27321|5386
69323|6513
84802|2563
5899|7316
72573|8280
84811|1184
16318|2377
30394|2077
84813|5305
84836|6398
34044|5882
52412|4075
84839|2498
84840|705
84854|8615
51118|1826
55419|474
84856|3177
28567|8156
84860|8494
79291|8989
84867|1930
2938|5765
84887|4785
1208|9122
49998|3569
55066|9169
69577|551
84894|9525
84897|3501
67237|7114
84897|3860
35893|4518
49421|6485
84905|1814
24543|10
75191|6279
84920|924
6773|2009
84931|5516
33725|5051
84932|1341
18370|7893
84955|1617
82391|6663
84962|2998
84984|7785
49291|6579
84992|4838
84999|9487
79333|4462
85004|7478
52315|7248
85014|4958
85063|1896
63888|1926
85079|4519
85084|5339
29324|6636
85084|7542
38234|9098
85089|9888
7668|3749
85097|3904
21651|3986
33230|6597
85138|5026
31314|5475
85139|6729
85159|9495
85160|7936
33285|6021
85172|2204
15993|7497
85194|8674
85196|2013
34181|7237
85197|587
85215|9917
85219|1044
13332|4352
85224|349
56471|1214
85238|8015
85243|5761
85250|7061
14717|3197
85267|1910
28548|2246
29253|5138
85278|7175
85278|3608
66708|9386
85282|5158
85290|3173
85291|2850
17869|3790
85299|9562
85308|5697
85313|8443
85336|3058
64555|8880
67920|2269
85339|6406
85351|8249
85357|9047
37046|3146
42259|4586
85369|8920
7384|3927
85396|4650
85397|8650
85399|8458
39635|8986
68458|226
85406|5507
77764|2667
85410|7959
53382|1089
85428|4365
17612|5062
85428|7726
85432|7564
85441|5272
85448|8506
85461|1641
69586|2165
85465|5544
46481|4117
85485|2542
83757|3940
85487|1649
5290|9608
28816|4065
85489|4918
85496|2751
85507|8383
49747|6419
85513|7895
85518|9189
3295|2191
85521|8057
85530|5525
85548|1072
85548|2317
85565|7264
71580|8072
85584|7946
85595|2611
85608|7245
29720|4706
44664|5895
85608|6306
85646|8143
54825|7153
59285|6277
70741|3033
85647|5568
13051|2671
77041|4759
85657|4557
61494|5601
85668|5190
85670|838
12178|1308
54335|3401
85675|7898
14366|8669
73415|1339
85698|2730
36398|3666
85704|5330
85717|8447
85726|6135
85763|3912
85769|3957
85771|4619
85780|7234
45501|8594
85781|3366
85787|9211
20572|6248
85792|1750
85831|5413
85832|9416
9528|438
83010|3829
85837|3036
85847|5276
85882|3999
59922|6523
85896|1468
70880|3773
85917|6557
85945|1864
85950|1291
13667|3754
85960|2244
2404|6899
53755|3941
56318|4449
85973|3234
37889|1356
85980|4003
25483|6116
47837|7457
86001|7917
86002|550
86002|1085
24103|9861
86041|8630
86044|8226
86053|1131
21867|2357
32682|2921
86082|4143
64422|75
67908|3383
86088|3168
86101|6183
17391|8935
20579|4146
35086|2966
86112|8960
62632|9306
86124|5981
30168|5139
84402|9213
86126|6694
37279|8245
58824|3808
86128|1218
86156|5115
86176|877
86176|4617
86177|9261
21043|2131
69916|2432
86207|2958
1437|2085
56972|7978
86221|9184
54881|8953
86235|1413
86243|6236
19663|8640
86247|141
86258|4896
17387|7871
86259|5476
86271|5950
86278|6710
63531|3391
86281|1650
21528|4980
86287|8921
18763|3758
61700|8132
86293|6450
11454|9117
20426|7814
54726|246
86303|9787
86037|3580
86304|4040
86318|4514
18493|7507
86318|3532
72302|8422
86341|5674
18986|4278
86357|5952
86361|7602
75261|5421
86364|2965
21338|5121
86371|2414
86396|7412
76511|5215
86408|7269
64506|7163
86417|7235
86427|6459
86440|8490
86442|6137
48436|6759
86446|571
86215|9556
86462|8904
44020|1818
86476|7209
86484|5961
86485|3429
15310|4399
86494|2380
57003|9109
78233|8299
86501|4646
86510|6267
5777|7667
45092|6923
86510|1513
91|143
1002|6280
40582|2313
54956|7702
86524|1621
37713|2558
86536|5567
32565|8554
86553|9173
82085|5705
86581|1373
86604|9005
86605|1465
5228|5727
58794|7286
60180|2839
72088|7992
86605|4357
20076|5127
86614|3278
74000|8990
86629|2796
39287|4772
84040|7159
86640|8158
86643|6666
51336|6721
86656|1915
75246|1113
86677|2554
86679|3157
17199|8907
82712|13
86688|9212
86700|5831
77238|5102
86702|2733
47104|4420
86746|5038
2313|8714
86752|2186
64113|1608
86769|6149
71814|2660
86776|7421
19521|5862
86807|3254
45439|5020
86831|7728
54233|9391
63080|4490
86842|417
86846|3734
49775|154
86854|2986
86855|5131
86856|662
4177|499
7152|6829
16840|8987
86863|1272
18096|352
86865|4840
25623|1333
86870|1152
86908|9137
78697|6756
86908|4321
86915|3899
13318|87
86939|601
4506|2817
86966|3995
86975|3778
86979|3620
75743|7037
86996|4324
21833|7399
87009|9264
34211|8409
69647|3479
87012|3458
8264|4595
20582|7752
87019|6333
11065|8936
69843|5389
83393|2006
87023|8227
42721|7941
44311|9332
65660|3873
87025|6897
87027|2471
87044|9953
6957|5967
87054|4299
46321|273
87083|7277
87138|9890
87162|373
3094|6802
87175|6612
44418|9930
87177|6281
72978|1108
87220|4459
87233|8766
32368|1492
87240|3378
87279|6604
3472|8807
87281|6327
64543|9841
87325|7004
87330|6316
15861|9636
87369|6461
87375|932
87377|149
87399|6695
87403|8956
87403|8587
17638|7365
87423|6616
59213|240
87425|4355
79181|6849
87439|8667
87448|3449
87452|8540
87469|2441
87478|6012
87481|1716
87484|1739
87495|1682
87496|5734
47947|858
87512|2726
1559|8861
70368|8737
87527|6229
87534|5064
29259|3525
57083|9976
70463|2642
85128|6352
87539|3456
87561|2111
21967|7419
87382|4284
87580|1278
8886|5265
48066|3794
80521|5489
87583|8797
64276|8559
87585|5778
27323|3763
46594|6581
87591|2116
42149|4602
87593|12
87607|6067
16579|5590
55063|1110
64061|6900
87628|953
87635|5555
87643|5425
74197|5957
87674|7253
34998|6517
87682|6788
87682|239
8225|8898
87697|2505
24290|1749
87698|2309
87700|8394
72849|3870
87716|825
87722|949
63335|3636
87727|6631
87730|4238
72359|2788
87732|7093
87732|3038
87751|2672
82203|8062
87776|1606
87871|7091
15715|2844
86901|3298
87872|3687
87874|8184
34793|1888
71851|7433
87912|1090
87915|427
60948|7654
66150|5350
87915|8840
2905|7521
87935|2592
87946|2882
7504|3889
87978|9557
50089|5033
87995|931
88004|32
88022|6483
88025|6720
39568|45
88031|5768
88036|3611
88056|9493
30528|6931
71761|3242
88071|9415
105|4165
88092|2874
27359|8479
88102|3466
88108|763
28699|8144
88116|3303
88125|9057
88126|1933
9351|2576
85087|1768
88134|5035
54919|799
81647|4975
88142|1658
18578|7397
67704|8282
88145|6530
69944|8814
88157|6670
76016|8758
88191|6736
88192|3319
88204|9919
40126|2519
88209|1300
34177|6940
88214|9012
53771|5085
88218|835
88219|9610
52284|9394
88226|8395
41784|979
88228|1121
57050|6111
88230|8910
88234|3934
16614|8240
88247|7119
27062|5254
28240|4
41058|3097
88247|5552
49224|4072
88262|9355
39282|1957
77753|529
88268|3854
68647|6948
73186|3885
88274|1869
14664|655
34085|4424
38641|1093
88285|3041
73471|4302
88296|253
35512|2858
88306|818
20325|7977
88317|8844
88330|5780
88331|1200
88338|2
88340|7910
33393|9377
88341|1972
88354|2008
72343|6303
88355|8238
28564|7872
63448|5699
88368|3954
23232|8130
23866|7900
43650|6278
88383|1102
6979|4458
88394|6249
81727|9026
88407|8005
88433|9881
88434|8110
10141|2597
88437|9367
7791|7906
57701|9344
88438|500
77739|3255
88462|6240
88490|5400
88491|3588
88503|8202
74172|9217
88507|9725
22455|418
38572|6160
71486|8206
88522|7346
88535|1905
64379|1868
88539|6099
37327|4308
88544|1879
88164|9736
88554|1900
35014|4224
51726|3358
88558|9580
16140|9299
88578|9192
37428|4736
56563|3227
59055|3820
77202|1788
78627|8154
88584|2366
29207|3158
88607|1499
52771|7925
88648|8653
741|1861
88649|3351
88668|3188
88670|9695
88676|2196
10250|1457
88708|5887
44797|4740
88713|4944
41799|1740
67872|2488
88726|7989
65259|4151
88727|382
88727|9025
31314|3792
88727|187
13510|2556
45874|5854
88737|5496
17041|4762
88755|5061
52558|2076
76421|1157
88790|5109
88790|5564
20290|5529
88793|3884
9852|9321
88794|3160
36284|9537
88801|6087
88806|342
50714|6497
88833|616
34281|695
88839|1094
59251|3952
88849|147
17471|4081
88874|336
74772|6366
88880|9509
88903|134
1145|9459
11386|1302
88910|2947
88921|710
12276|5228
83504|7076
88990|4466
25112|5838
60207|5541
88992|7108
89008|7244
57394|8103
84884|9829
89016|1000
22294|8398
89020|1842
89020|6898
21552|1703
62699|4491
89040|6688
89043|5847
24866|4412
89066|6774
11609|755
73574|5106
89079|1075
35498|1080
37257|2816
83508|6911
89087|9632
60596|5294
62223|36
89103|4926
68950|2016
89111|972
5115|2153
42702|3643
62242|2415
74975|547
89133|8808
78216|6602
89144|1785
37797|8964
89154|8421
67066|220
89167|8210
18071|3430
89190|3549
89207|1334
89224|6392
4399|5440
89225|5376
6322|557
33128|2977
89240|5844
6078|8193
89243|5959
31609|8488
89246|3329
89246|3074
89267|8777
60704|275
88877|4929
89271|8612
89272|4189
64854|1091
64859|3454
89277|7118
41566|3978
74426|5922
88757|4735
89282|3337
11031|4946
89294|317
89300|2014
6133|7864
89328|9847
89333|7404
89346|7199
79365|8027
89348|3019
3729|3087
89356|9163
81556|6245
89361|4267
89368|6434
3280|6478
4702|9449
89373|7456
61549|9643
89407|5227
89427|8641
89429|3065
46605|822
89436|1226
14053|8453
89437|4479
89445|6686
89449|5680
30728|2052
36749|121
59680|3983
89469|1039
26914|8853
89484|1429
89488|2514
1816|8700
89493|1244
89513|8862
89516|8928
89538|42
6522|7634
12910|1221
17701|3984
56379|872
89539|4549
52883|644
73005|2132
89540|2527
89548|4600
10646|943
13942|4183
89560|2292
89573|5251
89573|1660
51647|3308
63871|658
89575|8852
6692|3971
89606|9058
89623|2985
65049|4453
89627|9001
21157|1784
89652|3487
8386|9498
28982|115
37616|7768
89681|718
89681|1849
5005|5018
22573|1994
89720|2881
79055|9965
89721|2266
89762|8999
4510|6180
89764|8663
87959|3059
89773|3052
53785|6738
89797|9981
18859|4017
75273|624
89813|9513
89422|8735
89824|86
87319|7104
89832|492
1497|1824
83068|1382
89833|4948
12592|7587
19392|9828
89856|4391
76666|9245
89864|303
31196|3334
89879|748
8149|6998
51322|3147
89887|6850
29557|2082
63415|3124
89904|4403
89921|2028
3777|4587
78408|5044
89944|6146
2195|3861
7461|6112
89945|6723
1842|8843
89960|1746
416|7088
39527|2202
89969|3851
66395|1548
89975|6766
13044|9650
31716|2331
90043|3161
49088|155
90079|5224
5020|6904
90111|3196
60442|8940
90116|8246
90148|2450
90155|2840
39141|2617
90156|6066
900|728
90159|9095
18908|5232
90197|5842
89879|927
90197|6622
90220|7341
51421|4568
90226|4305
61470|9106
90262|5777
90265|4802
62886|2760
86811|8655
90266|9561
90290|3237
90334|4526
9633|4176
56399|8772
90337|8268
90338|4717
90365|1825
90367|7336
80496|4122
90369|4623
34983|1130
76617|203
90391|7304
90397|2041
90428|2834
90428|4886
90430|232
69504|2059
90441|1587
90443|6727
90444|7764
52157|2113
90476|118
32879|5594
90478|6660
9123|5667
71665|523
90481|8468
1117|9150
24326|5623
90509|1235
2862|5839
11923|1966
90513|3939
28193|8361
90513|5773
90515|4178
58571|7821
90518|5117
90524|8429
31619|8381
90575|4868
90582|9988
76591|7195
90586|3143
8233|5941
90593|8063
90595|2993
90599|3294
71486|2425
90608|67
79305|8446
90614|6458
14082|7240
76746|766
90625|4831
9428|6500
90636|1917
90461|6683
90636|1953
17797|3386
24480|5972
67665|234
90638|3506
51887|1557
64428|2906
90646|8052
90648|1890
13279|467
90702|681
66406|2781
90722|2283
90744|2326
90607|8481
90753|1111
13042|244
73332|2833
90768|2002
21338|3717
90787|8893
90795|4042
90804|6493
90811|7291
90812|8153
8420|1709
90830|615
90854|3235
90855|2863
90865|7805
44107|4261
90878|6454
90878|153
32825|3668
67323|9685
90890|9664
90905|8406
47601|3789
74681|4872
90913|6448
90915|5189
6666|5005
90919|2871
90936|2618
90943|8442
90948|5664
25798|8624
90956|3076
6156|4936
90959|9079
14196|2869
90968|6764
31358|4456
90992|8589
39791|7164
77048|1779
90993|6711
16533|2974
22706|6642
34967|9470
90994|646
91000|6956
62360|5257
91000|4528
13810|1163
16456|3359
91002|174
91008|4784
13399|2588
71049|2217
91010|4268
43735|3474
91011|7520
91014|1387
69959|7950
73569|2569
91024|8889
69239|6310
91029|9811
22309|3515
91031|4957
5857|6712
91070|1941
2532|8041
91081|7537
88824|9743
91104|9592
41387|9320
91105|7160
11172|9424
24458|9432
91110|7945
91122|5053
63068|9310
91144|323
91157|5039
91187|2518
91196|5392
10704|7561
30594|3985
91214|2372
24180|4377
91218|6106
17718|1671
20996|6037
37520|9547
46378|8625
69761|7292
91250|9433
6803|1129
91272|545
42079|6444
91301|1877
91302|1999
3542|1862
91317|7487
91324|8965
67213|2467
91328|9177
79774|7305
91343|5114
91349|2956
91357|7055
91358|8922
14631|8716
91369|4015
41722|6195
91378|8694
46845|8418
91392|8897
56738|6062
91405|7674
91425|2904
56322|3788
63781|5880
91438|8460
13875|8801
14422|3132
91451|5093
47145|2161
91466|3818
19569|8393
25428|8461
42773|732
68025|5635
91466|9196
17097|3395
91482|7435
91538|2984
86775|3672
91564|8471
45606|8211
91564|4376
41510|9140
44425|7645
66308|4233
91577|124
91581|3823
85985|2923
91583|3959
77760|5796
91593|4807
4959|5362
42915|4629
91605|5218
91617|4285
80972|455
91628|5360
13479|7848
61302|4827
91628|7271
34350|3213
79009|2336
91648|3236
91654|6869
91671|7394
47095|2509
61331|1519
91680|9038
91692|3496
46693|3226
91697|966
91704|8017
75663|1480
91722|4353
91731|6235
43787|3775
78736|3585
91748|3867
91748|3268
91749|8169
87433|7698
89891|360
91757|7626
33031|5108
91758|7611
91765|4513
5642|1477
66615|5637
91813|7360
91825|2599
4658|840
91832|1960
91844|4180
27982|5875
91857|4793
62740|9851
91860|4089
80865|23
91865|1607
13680|9538
19633|8373
48609|2585
67539|2608
91865|3982
91869|7886
6234|4605
91884|1652
56158|6506
86557|3062
91906|3695
91925|9078
19478|3866
91926|7770
91950|5096
42112|2619
91966|3508
73265|3744
91998|1488
52142|3690
90456|7051
92006|6304
92006|3034
28264|9545
92008|3380
91347|8220
92027|989
52461|2981
92036|2560
92052|4281
62526|4236
81825|4667
92070|4951
92093|3726
27430|603
92117|8344
57658|7280
62591|8105
92139|9492
92142|9960
92174|1692
58950|8242
92180|8820
92197|5074
92209|8419
92230|5622
48788|4903
87064|9880
92233|1763
44506|1522
92233|4292
92244|5810
92252|1245
92259|808
92296|494
37284|5063
60607|7466
92303|4114
92313|9959
92316|8925
37663|7105
74994|3085
92329|4960
73716|8175
92336|8968
92341|3192
12872|900
80269|9831
92358|5756
49659|2375
60082|7687
92361|7440
92383|8707
92394|1254
16330|1177
92404|5255
70965|6017
92407|2399
92412|3205
29239|1384
92434|607
15077|8171
36300|497
92442|534
28149|8218
92444|904
92451|3646
58796|8901
92468|860
92470|9127
23945|2424
92474|5571
92477|6063
92493|6669
92497|3356
92511|6275
92513|8451
92515|8064
92523|4538
92524|1792
22979|2677
92562|765
14017|3148
92564|466
92572|8362
54825|7475
65202|4512
84179|6858
92587|5934
11266|8709
92594|4782
92595|5794
79236|701
92597|3350
92617|1949
26130|1586
92619|1162
92623|6643
1994|2802
3376|4426
92628|9894
92629|1312
82110|5071
92641|251
88416|9317
92647|3427
92657|6852
92662|5988
71104|3420
71538|1821
92684|480
92698|2388
92741|6735
92741|9340
92742|6014
5055|4653
92751|7205
92754|2593
92765|8091
92798|9595
14490|7918
69416|5604
92825|9540
44105|8495
92863|9726
43247|9147
92865|1296
4394|5984
90892|1349
92866|4206
3649|1051
9501|9969
92869|5230
1359|7307
92886|6131
58349|1155
92897|8763
79625|101
83458|6028
92906|3565
64472|5493
81708|5460
92912|6377
41480|5638
58919|8708
92919|1730
92928|3117
53240|1834
92929|5355
14510|6331
92937|9157
49744|5202
92947|5757
16962|3684
92955|5441
37193|6881
92961|6661
28381|419
32189|5454
92962|4246
7213|8835
92964|3044
44979|9208
92978|7096
16513|7802
92981|3599
92986|7847
92986|127
56318|8385
92989|8813
63192|3801
93011|1901
23556|1395
75926|70
82232|553
93012|5918
93013|5536
32722|6035
93022|8751
10938|2403
93034|2365
93043|8865
93046|4004
93049|8558
66549|9820
69400|9518
93065|2281
93071|9920
5964|1407
12930|6122
52131|5562
93074|2954
93076|5205
93076|2252
61002|9798
93089|2445
3920|5217
22437|5995
61351|8988
68231|7393
78254|6019
93094|7306
93110|4685
93111|50
93114|5086
93122|9848
62992|8536
93123|3274
54024|4192
93124|4808
93132|4414
93132|2609
93154|6311
28899|6287
93154|6572
18374|6949
32501|3006
33342|8352
93155|7223
27061|281
93156|8360
22589|1921
93180|5939
93189|3302
93192|7032
93216|614
93225|5487
61510|5179
93241|5932
93262|3850
93264|8348
12743|2318
93264|1836
13937|7514
93269|8598
2746|4027
93294|639
93297|8943
92813|4112
93309|6879
93332|697
93349|3402
24128|9313
40286|3321
57065|4256
93351|347
1320|8129
93357|8692
93396|9771
93411|849
74319|5738
93431|2120
93434|4677
93435|4749
65597|3553
69525|8873
93436|8255
70442|5902
87743|9515
93437|1857
26610|7546
93447|9341
93479|3836
65704|2081
93506|4481
29139|8651
93521|565
11207|6933
11971|4986
93533|7637
93569|5746
93570|6373
93570|9276
93585|6400
93587|3723
93594|7639
43941|9006
93595|7591
5038|9713
47614|1191
93633|1249
93652|9202
55982|2385
59455|3586
93673|3589
29059|4169
93674|3507
92664|9096
93675|9840
93700|2057
970|9646
16610|1729
20247|1669
93710|312
93719|7594
1137|7896
51483|7018
93722|725
93746|4382
65238|163
93751|6648
38957|9544
38960|1484
47271|5914
93762|2807
16133|2491
93772|6380
93779|9494
93789|5021
93809|5445
93831|7533
93833|5229
93837|7142
93844|5523
93847|6859
93851|183
93854|6261
77111|9603
93860|5998
93863|5187
51429|2835
93865|3539
29620|7725
93866|5784
93898|6491
93915|8189
52806|8985
93931|3630
15523|8524
93943|4310
49398|9752
59246|4516
93946|330
27683|9662
73392|7296
93962|504
93987|967
93988|1759
17653|8384
93999|8250
94003|5082
33201|6260
94008|3453
84750|6360
94016|329
21819|3921
94022|1882
58848|4901
94041|9619
60700|2426
94053|2402
39416|4473
94065|8112
25961|8769
94081|3520
94087|8514
94093|4989
70847|9769
78830|454
94095|2103
94131|759
90459|6161
94147|389
48030|8212
94172|8221
82096|8294
93712|9227
94183|6097
94195|4603
94207|5648
12200|8469
94214|6177
14051|1337
71911|1554
94244|8658
94254|7422
38621|5246
94256|2499
1403|5310
94263|4615
20821|2384
43197|1154
94268|8378
37316|1305
64113|9089
94299|3248
53805|8963
94305|7428
94317|4149
91380|9413
94323|7083
57168|7345
94333|6163
26822|9327
94333|1884
94333|7502
94347|266
5094|7238
58791|8544
94350|7493
30344|8363
34225|6658
94362|2994
67558|2937
94383|278
94403|4389
36708|9116
60798|2123
94415|8205
92602|8725
94452|4437
94453|8768
70109|1357
70750|4208
82384|4101
94454|8722
61942|6008
88272|9770
94468|3447
94478|2258
94489|1243
1480|5426
12057|7247
94518|5560
94529|6856
317|5512
10701|6417
94538|6430
94539|7282
42898|6527
94558|1313
85528|8407
94570|5037
47779|9374
94574|2641
13791|43
94581|7338
94596|4741
1027|5750
17207|9978
94608|4559
15553|3346
76042|7241
94609|9087
94639|2633
61774|2814
94654|5378
41035|4486
94665|3865
94684|4451
71285|2878
83619|2490
84549|4639
94688|1752
86188|6773
92390|6704
94740|6725
88194|2410
94748|7512
53036|7355
94749|1645
94763|9742
65325|5459
94813|7382
42|213
43235|7035
94872|3056
11735|780
94872|2297
63862|4612
94873|1493
27400|2118
94883|2224
20412|3976
70864|3035
94903|9626
94908|8906
1886|4878
46624|8664
94918|7145
94922|2826
69476|299
94931|2646
94988|9993
95018|7719
51165|7955
95027|7890
27146|2511
95031|6891
3191|2999
95035|1022
76677|977
95042|4276
64056|3634
87301|9717
95045|7905
95047|8083
92718|197
95050|4959
18679|2473
56856|1916
59738|994
95051|3731
20318|4679
45282|9019
95064|8263
95082|1726
66953|3477
95100|1182
68077|7337
70240|6064
95104|1951
95110|3307
53355|6518
95119|4212
95130|3826
95136|5281
36152|1212
95140|8713
95143|9915
95157|3138
50259|1047
95172|1510
66878|1197
95173|1124
75397|2910
95180|6795
95180|5577
95190|6752
95221|4404
56455|9269
71416|3003
95242|5685
95249|853
95257|8556
95278|4279
40837|5183
44544|71
55142|5429
95294|5148
89661|4167
95294|6654
20501|1238
85529|7021
95297|7733
95331|9129
95342|4245
95348|2529
1761|7716
29152|8248
95349|9982
16991|897
43860|582
44712|64
95352|4411
95362|4911
6467|9618
27843|9286
95365|6751
5416|4219
25904|7715
65763|8208
95371|9363
95377|2207
1757|4824
16748|6672
27153|3626
95383|1773
52525|9691
72774|740
95435|3605
58890|7640
95458|2228
17602|5351
23736|2586
42427|9628
95460|6590
58249|4592
58363|1735
94420|9864
95467|7682
95491|2557
4965|8270
40067|2342
55976|6907
95494|1753
26551|8596
70184|4598
95504|1236
95512|9075
95520|292
95549|3222
95568|5735
38271|77
52146|1062
95597|1237
49206|5298
87542|9228
95601|8966
43787|4930
95602|9594
7304|6947
95606|1555
95629|9587
95630|9963
89843|9764
91725|2988
95637|4964
95647|1736
95673|6411
15173|1045
82957|896
95674|7601
90907|7357
95685|6880
95690|8106
95696|8887
95699|91
6072|8647
46811|2933
95711|1776
52563|7817
82383|3243
95743|9130
95745|5607
19191|3886
95748|53
95753|6395
95777|687
95800|21
73611|8293
95854|3071
95874|2536
95876|8356
95877|9476
60463|5337
95896|8858
95899|9083
95909|1262
85529|1528
95910|3874
48739|4113
95934|287
95940|6252
10594|2786
34463|1342
60223|5678
65623|9839
95948|8703
72442|3685
95960|911
50195|8501
70894|2167
95966|7721
30398|8358
95982|5947
95982|3943
2977|40
63788|4834
96000|3571
96022|5707
36875|8287
96023|6516
57028|7226
96032|7492
96033|5548
20392|2753
82154|939
96043|7308
15769|1765
96054|5501
96055|7694
81510|6332
96069|5658
96074|6273
66996|5146
96083|3290
96083|9925
12756|7539
96084|8810
52988|1542
58558|9174
96087|5238
43330|6388
96093|9222
35975|9364
81269|228
96103|4067
91992|971
96123|7302
96132|8689
96143|736
36290|1514
68178|2434
96173|9456
48078|9111
89978|4843
96185|5155
23688|2603
96189|2880
96194|1301
96203|5473
4089|4193
13962|5453
96210|3909
27024|7123
53787|6286
96212|7963
96227|9445
96228|2274
29518|2468
96259|4306
56961|637
96262|3049
91343|3635
96263|502
96275|7771
96289|1931
34123|1937
62240|9856
96292|829
86628|320
96294|9817
96299|1408
46021|7477
51781|8715
96306|3619
4492|3460
96314|7174
96334|9541
53563|5379
96339|4764
96341|5792
82712|4085
96342|3653
96347|5471
96348|9680
96372|1989
22505|2163
96390|8174
96404|8018
89732|6763
96411|3936
96414|833
67598|5840
68943|3384
96435|1659
73029|7795
96447|4554
96454|5836
12935|4109
96474|7329
96510|8576
1595|836
7231|2679
96546|7691
95983|8069
96550|9703
35499|7658
69991|7177
96552|322
2799|9536
80245|2729
96553|7652
96562|8155
96565|4294
7125|369
67409|6254
71548|975
82022|7714
86143|5361
96575|4319
18722|5904
96578|8498
96579|3149
41651|9242
59778|7730
96582|8107
96605|3582
96607|9103
87756|9772
96619|6815
14973|3833
96624|8036
96628|3537
96635|1589
36893|9411
96641|8252
96645|6914
92052|5058
96657|2494
62659|4923
96664|2572
96665|5173
64316|3882
96676|6474
76102|1574
89629|6243
96690|3187
96703|5497
96714|7806
1401|6918
96725|6284
11658|1139
25779|1012
96733|3502
51199|6184
96735|8690
96745|820
96760|3360
13285|2622
96761|2624
30176|9652
96772|3169
85613|1506
96804|4894
96812|6651
26497|5858
96814|4121
85461|9484
96819|2917
96819|7794
23520|2159
96824|2812
69510|4102
96832|2570
96832|8290
96834|6119
40396|5620
96840|8082
96841|6453
60511|7915
96844|1081
96853|1536
96858|9507
74947|9802
96866|661
36091|1918
96879|1362
96884|2740
76435|9452
91332|3990
96885|7704
21144|1962
96890|1812
96890|6107
96909|2638
25805|6197
96915|4408
96918|334
96938|9523
64612|973
84579|6770
96946|5937
96955|6524
26326|7254
96961|9612
96964|6389
60269|7383
78252|6428
96976|3287
96992|4501
97008|279
97024|7937
97037|8730
10970|186
97038|1392
97042|5301
78359|5772
97057|6551
50261|3406
72830|2201
97069|3403
36191|1419
76592|3446
97069|1948
97075|2255
42003|5141
97081|9418
97082|5610
56951|4879
97111|7406
41475|1255
69709|2872
89734|7230
97118|3804
48082|5578
97126|6250
50869|6629
97139|851
97140|6
54263|4202
70370|5919
83501|868
97144|4043
3434|4177
97156|2615
21252|4539
76130|4339
97188|5145
65837|4787
97207|4691
12000|2227
12937|3217
49801|5587
97223|3713
97224|1800
922|1816
56872|3960
97237|7831
69535|7154
97252|7127
97253|7172
97255|7099
92279|6420
97276|9622
26813|130
56570|2225
97276|845
97282|4341
