Person|Post|creationDate
4103|91553|1982-07-09 00:06:59
1001|39073|2007-06-13 13:24:06
3143|11784|1962-07-10 03:47:57
724|34937|1985-06-19 03:09:16
2518|33488|1988-09-21 01:17:16
4103|33290|1990-05-17 05:03:30
2515|38342|1985-01-04 14:27:41
4101|47899|1974-07-02 22:38:48
9719|63379|2001-04-05 15:02:44
4100|2366|1978-03-07 05:27:11
6227|48712|2005-09-13 14:09:01
4100|24067|1972-10-11 02:36:04
4100|41087|1986-07-09 05:46:37
3993|37758|1965-09-07 04:30:15
1541|16706|1990-10-23 00:49:02
6988|69923|1963-03-16 13:27:03
8754|72746|1999-01-01 00:50:54
3628|74765|1983-12-17 13:10:45
2010|81202|1975-01-30 17:58:43
4099|44432|2004-02-17 20:35:31
913|36380|1977-08-03 11:31:48
5506|72220|2008-04-24 08:47:02
4098|57226|1997-11-15 14:48:33
2960|43920|1995-12-23 19:36:05
4095|66061|1992-07-24 13:53:10
4094|52272|1970-10-06 08:38:52
4094|2614|1979-08-06 21:37:18
7174|729|1981-07-21 08:52:38
7108|62028|1989-11-25 00:18:50
4092|94902|1974-02-13 02:05:18
4090|23107|1981-07-05 06:12:38
195|45157|1960-01-24 17:43:49
2166|50779|1981-05-22 01:17:52
3032|55522|1994-01-03 12:26:03
8288|3430|1964-11-02 03:12:23
4089|7880|1999-04-09 00:25:36
4084|98267|1990-05-04 22:28:12
1416|44307|2000-12-07 13:15:37
4081|74421|1982-11-13 16:29:29
8768|74642|1981-01-13 19:56:37
4080|19902|1964-12-24 22:12:13
557|60973|2004-12-01 10:23:34
6240|31543|1968-09-21 19:01:36
8326|63523|1965-12-30 21:11:51
4079|91839|2004-02-14 01:40:41
3603|23136|2001-06-12 09:48:11
6408|48548|1983-09-26 16:20:09
4076|11670|1997-01-25 23:21:25
4074|28256|2003-07-30 05:40:54
4878|62019|1962-05-26 06:13:33
4070|89760|1994-05-03 11:41:16
4067|87873|2000-06-26 14:28:53
4064|89698|1997-05-01 21:07:27
4062|42096|1970-12-03 12:23:54
7144|76481|1968-03-01 12:04:47
3986|73385|1990-02-08 04:33:56
3501|56977|1978-06-13 13:58:00
4062|76214|1988-06-24 11:13:58
5820|70118|2007-08-15 05:21:11
4061|1365|1999-08-06 06:04:25
2981|83629|1989-03-20 04:18:53
4060|96137|1975-05-15 09:44:06
2389|26314|1982-08-20 05:36:47
9181|46318|2003-03-25 19:26:18
8159|7467|1982-08-12 17:56:07
3007|99901|1995-07-01 12:44:18
3420|12562|2000-06-26 17:32:44
3059|74552|1994-01-18 08:37:46
5925|54411|1962-03-01 20:29:58
4060|58727|1990-02-15 21:03:28
3927|69658|1993-05-11 01:14:10
4057|38291|1990-11-23 19:22:47
4056|76742|1970-08-03 07:42:23
3471|63258|1983-10-22 06:05:39
5749|92781|1960-02-12 17:55:54
5410|24395|1983-08-09 13:37:39
4051|32731|1973-11-20 05:57:58
7027|59439|1971-01-24 11:53:01
4050|6241|1983-11-20 07:22:59
8074|79577|1993-08-11 07:14:00
4050|81595|1965-04-23 15:29:38
8702|7768|1974-05-29 04:13:36
4046|91160|1972-10-18 21:04:52
2704|32846|1970-01-24 16:17:08
4046|73526|1979-03-27 11:13:32
4043|90065|2007-02-10 01:12:28
3754|57453|1964-12-25 19:51:20
2318|20988|1970-02-02 04:28:18
4654|65077|1961-03-12 04:53:59
3031|75573|1960-12-23 16:28:00
4400|29896|1980-02-15 16:57:04
4043|6469|1996-04-02 09:15:31
9618|46598|1987-03-20 07:11:29
4043|63638|1998-05-29 14:45:05
3809|70515|1960-07-21 09:43:12
4043|82520|1967-04-23 14:16:59
4042|45714|1987-12-22 21:46:15
2983|59370|1993-06-19 00:22:03
7516|13935|1963-08-28 19:08:50
2498|40682|2001-12-31 05:32:43
4042|17340|1977-04-20 19:35:23
4042|9213|1964-06-15 12:22:37
2333|24122|1984-05-23 00:48:00
4041|4767|1981-11-23 21:39:59
5009|80396|1974-04-02 10:08:59
4040|43689|1981-01-09 07:15:18
4040|40903|1997-09-16 19:47:35
4038|16356|1971-07-02 06:35:56
4037|76491|1996-04-13 20:10:59
9387|13717|1993-05-16 03:53:22
4036|6862|1979-11-07 01:46:39
4035|69398|1979-01-10 12:21:58
1852|38502|1970-03-21 16:01:53
4028|13539|1972-10-24 00:05:55
2594|5360|1979-09-17 21:20:34
4026|66277|1968-03-19 00:44:44
4022|21726|1995-07-03 17:01:10
4022|9915|1968-10-22 04:23:03
2293|19877|1976-03-26 02:00:28
3408|78073|1964-03-21 04:33:32
2558|14531|1967-08-16 21:59:10
7652|41705|2000-03-20 15:48:04
4020|79356|2002-06-21 22:46:45
7832|30356|1967-01-12 11:18:18
4018|47837|1980-12-16 10:46:35
4015|83415|2006-04-05 19:36:18
4014|50953|1999-06-25 07:36:18
8969|38237|1961-02-25 11:29:20
3600|22067|1997-10-29 04:42:03
6723|93998|1974-07-06 19:04:28
3237|68275|1997-08-30 22:35:49
4013|92829|1982-02-11 08:22:50
4011|47653|1996-04-05 20:19:26
1662|80184|1969-10-04 12:40:27
4010|15228|1980-09-08 12:05:57
9100|36199|1968-07-14 22:29:12
4009|98092|1995-09-25 03:49:40
1901|39751|1971-02-28 23:50:09
4008|18597|1995-02-18 09:35:34
2613|37027|1975-04-08 17:01:17
6319|54968|1966-07-16 18:06:53
8124|49150|1971-07-23 01:35:11
4007|66053|2007-12-19 10:01:52
9012|89084|1979-12-17 10:58:32
4007|27975|2004-12-10 19:31:31
3813|97697|1973-04-07 14:10:30
191|6728|1960-10-02 17:00:29
7245|59912|1980-05-26 15:50:00
3531|9477|2007-10-15 01:41:17
9711|22418|1977-02-20 04:38:26
4007|973|2008-05-02 18:02:52
4004|61017|1994-03-21 18:24:57
4004|47179|1993-11-07 14:01:50
4004|86031|1982-06-24 07:12:47
4004|53016|1983-07-24 02:50:09
4003|199|1990-01-24 22:19:26
4001|45459|1971-09-14 11:42:34
4000|34664|1992-11-19 08:34:32
1508|5533|1990-04-22 21:45:51
2260|9544|2005-09-19 01:38:06
4000|53779|1978-04-05 20:49:01
7926|22708|1962-01-13 22:24:31
3997|63888|1998-02-28 22:20:21
3997|33246|1983-10-01 08:03:57
379|32851|1978-01-16 01:17:26
3994|20092|1969-12-26 10:52:48
4386|16228|1987-06-23 10:26:58
3994|82061|1996-03-10 23:46:15
3714|16281|1979-04-18 22:01:11
3993|54047|2001-07-09 06:39:45
3992|14013|2001-04-22 06:25:26
3606|92895|1960-08-25 13:50:40
3992|56711|1970-09-03 07:58:42
3991|56048|1987-03-11 13:58:09
3991|796|2004-11-14 08:23:54
3991|14916|1969-07-12 11:59:18
3991|85395|1976-04-19 13:05:17
3989|40899|1975-09-29 18:30:17
3989|92271|1975-10-25 08:00:07
645|99415|1997-10-17 06:40:37
1941|46722|1980-10-02 04:04:23
6672|56089|1969-03-24 04:14:09
3988|47498|1985-03-21 08:46:10
3986|75631|1969-09-19 04:57:00
1254|49810|1970-01-24 01:31:45
3985|1795|1961-01-03 02:15:45
3983|4190|1964-08-12 02:06:57
3982|72979|2005-01-29 16:54:03
6052|24430|1986-04-16 22:22:13
3982|80760|2002-08-20 18:33:58
3978|57965|1972-06-14 19:18:42
3977|77269|1962-04-12 14:49:35
3976|34343|1960-04-28 15:40:26
3976|45622|1996-06-28 12:31:21
7885|88220|1971-07-14 16:24:19
8661|47982|1968-10-06 05:51:53
3976|99034|1966-07-23 19:10:51
1342|74509|1990-10-13 07:06:05
3976|65019|1970-01-14 12:47:34
3975|39157|1993-10-14 06:41:28
3901|54662|1974-10-08 07:38:55
3804|75137|1994-11-05 06:08:03
3975|75097|1994-05-07 23:32:14
3173|38279|1963-06-21 13:50:54
3974|37467|1973-07-26 17:28:33
3974|35109|2003-08-08 12:41:10
2541|43180|1961-07-08 22:54:13
3968|60133|1999-02-25 06:20:55
9654|21021|2000-08-16 07:07:44
3966|44548|1982-11-11 10:41:10
3963|89765|1981-10-14 04:05:32
3963|58328|1972-05-18 19:02:45
3512|29744|1995-11-13 04:39:40
3963|61021|1982-07-04 21:10:21
3961|63697|1989-01-22 00:58:01
3961|87701|1960-12-01 08:33:04
3958|12572|1994-12-04 02:48:13
3958|74553|1982-03-29 02:03:19
550|22468|1995-03-25 17:40:49
9714|3707|1998-08-25 21:05:37
6325|83093|1995-10-20 23:46:50
3886|32004|1969-11-12 08:01:26
7304|9835|1974-10-30 01:44:31
3958|85161|2005-04-02 07:16:52
3955|47414|1970-11-12 20:55:57
4059|71521|1979-11-01 00:21:24
4002|7725|1990-01-01 17:25:03
3955|60554|1960-05-07 21:35:55
4980|8141|1976-06-15 09:34:14
3952|33642|1963-03-11 16:04:57
8129|10158|1970-12-18 19:06:38
3398|29853|1975-07-28 15:58:44
5647|49253|1994-11-13 21:50:23
3951|24489|1978-11-26 18:50:50
3950|87219|1966-07-21 15:20:41
7773|42590|1974-02-18 23:46:58
3947|18274|1964-08-03 13:18:54
2569|52983|1985-03-24 19:01:41
3946|59679|1999-06-06 11:10:15
3946|78403|2005-02-07 01:10:54
3944|84966|1982-01-31 22:55:33
9550|39052|1987-09-19 23:42:06
3943|81754|1963-06-01 08:41:22
3942|69913|1961-09-11 11:41:58
3941|21144|2002-03-21 15:26:21
1341|62883|1986-12-16 15:12:30
3941|91936|1963-08-31 01:28:07
4588|11657|2002-05-18 06:24:27
3383|99674|1963-12-11 15:43:35
7591|94529|1978-05-24 08:25:42
3936|22750|1966-02-04 13:43:15
3935|33169|1987-11-07 08:22:05
3934|77693|1968-01-29 21:36:48
3933|38203|1990-08-19 10:00:28
5306|41494|2001-06-10 21:34:51
3933|79710|2007-07-06 02:41:14
593|55450|2005-11-07 11:51:15
6531|84360|1976-04-03 03:05:46
3909|60455|1967-09-14 19:09:32
5580|54594|1963-05-05 09:30:24
5428|56353|1971-09-23 06:16:10
2670|24752|1990-09-15 06:28:44
2355|32605|1970-02-03 17:16:35
3932|44007|2002-11-05 05:20:14
3931|80382|1972-11-02 23:56:35
3928|68653|1967-12-23 12:06:19
3926|94155|1965-03-29 23:17:00
9542|3109|1963-01-18 17:43:34
2994|87417|1960-04-11 04:56:37
9502|59824|1962-01-30 23:47:28
4428|12737|1995-09-02 11:28:33
3926|33881|2002-06-23 04:40:58
3926|43306|1993-09-12 13:58:51
3588|84453|2006-01-26 23:29:31
7192|4452|1976-08-20 03:23:42
8605|52524|1965-02-07 16:01:26
3926|61011|2002-08-01 05:11:16
8322|80788|1977-06-17 05:40:47
3926|63535|1972-02-26 05:23:47
836|56566|2000-09-07 15:52:15
3926|87371|1961-04-02 00:45:43
3926|26275|2003-08-10 09:42:41
3925|78638|1965-05-31 08:03:47
1856|75271|1975-12-16 13:11:02
3925|71170|1992-12-06 18:47:13
141|15495|1968-07-21 16:45:20
8167|48103|1997-01-23 13:24:11
3558|1120|2002-08-30 08:07:00
3924|92804|1977-03-13 00:47:45
3625|52098|1987-03-24 19:32:44
417|22623|1968-11-20 01:10:57
9527|62067|1991-05-05 22:07:48
3923|79165|1964-06-07 22:37:30
3827|61286|1971-05-29 09:31:41
3919|6565|2006-08-07 00:12:46
2880|24744|2007-06-17 21:18:12
1794|29974|1965-02-01 03:48:52
3919|94534|2007-08-16 07:54:02
3194|77953|1981-03-01 15:14:39
3081|83315|1992-07-26 19:22:03
2470|84232|1976-08-27 06:08:40
3918|99781|1982-10-03 10:16:34
3918|27478|1961-01-19 02:40:25
3918|8698|1981-08-01 17:40:20
5311|45666|1960-03-16 21:59:11
3917|12984|1980-12-12 23:31:35
3916|67619|1986-01-23 01:37:53
521|87936|1981-04-08 04:22:57
3914|26894|1977-12-06 00:26:40
3913|45405|1961-11-04 11:08:59
3913|91726|1975-07-29 19:06:20
3913|4533|1968-10-15 09:16:37
1331|27532|1996-02-17 20:35:51
3912|10388|1976-11-18 12:09:08
6814|33010|2001-11-18 10:08:56
3114|78863|1984-04-10 04:04:07
3912|8516|1989-09-11 13:22:52
3911|51459|1994-04-14 09:13:38
4504|80068|2002-09-19 20:10:44
3910|26178|1994-01-25 05:28:28
3910|56618|1984-05-19 14:51:29
3909|15627|1986-06-08 15:13:09
3907|74063|1993-08-28 07:06:49
6126|80377|1979-11-18 04:06:00
3904|387|1965-03-09 09:24:52
3904|31511|1990-10-21 15:53:53
9736|11249|2008-06-02 11:34:44
3903|53282|1961-06-19 08:47:26
8763|25882|1968-09-29 07:42:05
3902|46724|1961-02-03 22:28:57
2618|22112|1998-06-08 18:16:25
3901|33510|1974-10-05 06:41:25
3899|92863|2003-02-20 21:49:19
3893|1096|2004-11-14 21:04:58
4376|39911|1988-08-09 10:37:23
3892|4495|2001-06-02 17:12:47
3889|98110|2003-10-24 03:35:02
5103|81550|1995-08-22 20:54:46
4734|64912|1965-08-23 04:18:31
3693|80507|1994-05-20 09:57:16
4712|4646|1968-04-25 03:27:24
3889|59418|1965-07-18 21:35:59
3048|15768|1985-04-18 18:11:18
3883|94891|2006-03-11 14:34:05
130|45890|1977-07-23 20:40:26
3882|91512|1981-11-07 15:03:19
3730|78802|1995-09-28 05:39:10
3879|94447|1978-07-02 14:56:07
3878|18113|1962-07-07 10:23:21
3873|6524|1977-06-09 07:46:24
6519|17715|1989-04-04 21:42:49
3872|45034|1997-10-10 15:54:45
3871|3913|2001-09-29 01:35:14
61|28375|1980-03-09 08:08:04
3870|70732|1987-04-26 05:03:03
3868|70427|2005-01-22 10:28:05
3621|26586|1963-11-24 16:57:57
7924|30014|2003-08-23 01:41:04
2944|31385|1999-01-19 15:33:08
3867|83647|2008-05-23 02:59:45
3866|12462|1992-06-23 22:54:36
3866|92092|1972-10-20 11:25:17
6302|75804|1963-03-05 06:00:35
3865|12555|1977-02-20 05:38:17
3864|9194|1968-08-21 08:26:58
4734|36396|1965-06-21 02:03:48
3863|2769|1987-03-30 16:28:46
3709|81215|1990-11-05 07:56:39
3862|13334|1982-07-28 23:17:05
3302|5223|2005-06-19 01:40:58
3859|12391|1992-06-06 10:13:27
3859|19456|1992-10-27 03:48:31
3857|82696|1972-01-25 12:21:08
2720|58605|1962-09-02 11:31:09
5068|54981|1960-09-15 03:46:23
3856|35889|1962-07-11 02:25:28
3985|4738|1965-03-12 21:54:10
3284|4858|1976-10-25 16:24:56
353|44577|1966-03-12 02:00:29
3855|78000|1966-07-09 01:07:08
4222|2955|1969-06-10 05:49:00
3855|49009|1965-07-30 11:48:18
5166|56867|1974-09-04 12:37:44
3854|20593|1973-03-17 05:29:48
3829|80985|1961-03-20 01:45:04
3817|43148|1993-07-21 04:43:55
3853|244|2007-08-02 03:22:08
4647|93210|1979-04-28 00:20:36
9015|40273|1995-04-19 11:28:08
5805|95066|1966-03-03 15:03:36
3853|38628|1983-04-09 07:23:56
3693|15492|2008-07-13 13:59:50
3849|26917|1989-02-08 00:22:34
1530|12140|1995-04-09 17:38:05
3622|36725|1966-10-09 09:39:53
3868|47809|1993-10-17 11:40:00
3849|51481|1998-07-14 20:43:53
2466|89940|1997-10-27 22:20:13
8799|33631|1988-01-23 08:49:15
3847|956|1982-06-06 01:48:58
3847|72342|2004-06-08 03:12:57
8936|80687|1969-05-08 05:05:23
3846|65179|1979-06-16 22:37:15
3846|47489|1978-07-26 02:52:54
3846|1244|1967-11-25 23:50:08
6350|59181|1976-07-31 14:41:00
3846|68047|1977-12-27 05:32:02
3844|53195|2003-09-19 08:14:43
3844|21163|1980-05-26 14:50:07
1117|69769|1975-05-18 07:42:37
3769|63217|1981-05-02 00:31:06
7857|58228|1971-03-31 21:38:44
9842|23189|1977-06-01 08:01:41
3840|672|1993-07-06 14:45:05
3400|32682|1989-04-27 03:16:01
5041|37864|1989-10-08 12:00:16
3839|59609|1976-12-26 16:59:16
3835|26078|1977-05-16 01:22:15
2164|60484|1980-06-22 04:16:05
3833|55254|1968-05-02 04:26:54
3832|808|1995-11-04 03:01:17
2045|48030|2002-07-04 18:12:01
2837|50360|1981-05-12 22:54:31
1150|77772|1981-03-18 07:17:44
6637|98924|1973-09-12 22:00:30
3831|41787|1966-02-01 18:53:09
3831|18768|1989-08-24 23:21:23
3831|53574|1975-11-22 10:53:27
3830|39838|1976-05-28 11:59:14
3830|73037|1974-11-20 18:13:09
1782|685|1977-04-20 22:01:19
3829|880|1985-01-07 21:57:11
3651|19570|1964-04-28 14:33:15
3827|31304|1989-09-10 00:16:54
7593|52296|1999-09-11 08:35:28
3825|27739|1977-02-08 02:40:23
3823|76786|1993-02-27 16:57:10
5204|71197|1995-07-20 05:50:41
3822|31858|1975-11-23 18:44:04
3822|49353|1999-01-06 10:12:58
3187|69565|1990-06-04 18:33:13
3822|48446|1966-11-02 02:45:31
3821|92914|1968-06-22 00:39:34
5008|21149|1981-01-13 18:00:14
6807|8019|1989-07-23 06:28:24
3819|68123|1998-10-02 10:03:31
3933|92559|1982-03-22 09:15:14
3816|5604|1966-04-08 17:07:51
3815|61477|1974-03-26 08:26:50
9066|90508|1995-09-28 01:58:47
3815|26903|2002-07-02 00:12:42
3813|48217|1991-04-16 03:13:11
3813|51553|2005-01-06 16:02:21
3813|39533|2007-03-21 11:50:14
1320|94987|2003-10-01 10:37:17
2170|25639|1966-05-29 20:04:15
9281|97653|1992-01-03 13:43:00
3811|61473|2008-07-13 16:32:14
3811|76316|1960-11-05 13:11:30
2573|61395|1967-10-04 10:43:54
3809|86747|1980-08-11 23:48:09
4571|21699|1973-09-06 15:49:46
3809|5397|1994-08-25 01:21:44
3809|49451|2001-08-16 07:26:13
748|50610|1965-08-15 10:06:15
2268|88715|2005-10-13 08:47:01
3600|46583|1973-01-27 08:38:17
3807|66337|1984-11-20 07:06:01
5834|7596|1987-03-22 19:01:53
3806|87551|1978-04-21 12:38:23
3806|15034|2007-04-02 15:43:45
8732|41363|2001-05-14 02:54:27
3805|1485|1989-11-21 11:42:21
3805|45686|1966-09-08 04:20:47
6490|16484|1992-10-22 18:59:18
8734|90089|2004-09-07 13:00:21
2995|46784|1981-11-26 22:47:33
3804|20077|1979-03-07 01:15:18
197|5388|1961-09-11 23:00:29
3804|20140|1963-05-01 04:39:43
3803|71475|1987-01-24 19:59:08
3803|27051|1987-11-09 09:48:58
3802|39037|1993-10-02 12:29:06
3802|38726|1979-12-27 12:43:10
2673|4910|1965-10-21 22:51:32
1299|92616|2002-03-03 22:23:57
8711|31717|2003-05-20 22:18:40
3800|12280|1969-11-26 06:41:02
3128|54425|1988-05-14 14:22:40
2811|63625|1977-10-05 12:43:24
12|99622|1969-04-03 05:47:12
5542|76054|2006-11-11 22:13:06
2796|57424|1977-05-13 06:35:32
3421|10239|2005-12-13 11:41:01
3800|54696|1997-05-12 09:08:28
6828|62937|1976-04-09 22:52:22
2532|7275|1975-09-20 07:58:37
5755|36728|1981-01-14 06:34:10
3800|94885|1978-06-08 06:24:55
5658|4643|1973-02-11 12:38:38
3799|26936|1979-12-17 18:24:57
3799|79506|1997-08-26 11:03:29
6619|32893|2003-10-10 10:11:14
8775|29670|2008-11-26 11:31:19
3798|94478|1962-08-30 05:11:36
3798|44536|2000-06-09 12:09:49
6017|40865|1967-06-18 04:22:49
3797|16264|1971-10-11 06:50:44
5037|55178|1963-03-09 17:59:52
3790|30195|1977-05-16 16:56:28
3790|24040|1997-03-09 10:25:41
1304|47806|1991-05-28 04:07:40
3788|34578|1964-01-10 09:48:31
984|16142|1988-03-25 11:40:45
3788|28479|1980-05-23 02:29:44
6632|51660|1976-01-12 05:09:42
3788|8150|1981-06-30 19:19:49
3029|10852|1996-11-19 07:26:32
3787|14053|1960-03-27 17:53:37
3785|78881|1995-01-03 02:18:06
3783|42508|1960-09-22 05:30:30
6243|58046|1967-05-17 09:43:44
3780|39994|1968-01-02 10:23:43
7513|67911|1985-10-19 10:10:29
3779|32837|1983-10-04 02:34:49
3778|65214|1962-12-13 21:39:08
790|84372|1992-05-19 23:52:07
3777|27105|2001-08-28 14:48:15
423|87449|1973-01-23 19:25:59
3058|30158|1966-10-04 03:06:51
3774|15065|1983-05-20 21:25:16
9517|28144|1996-02-12 13:04:40
3559|53580|1976-12-08 18:01:40
2654|4415|1989-10-04 18:58:44
3772|20833|1984-10-28 04:23:14
532|34273|2006-02-12 06:45:44
3772|55714|1983-10-30 10:40:11
6348|79672|1969-07-17 00:08:31
3771|63796|1990-01-22 00:07:44
1288|25973|2008-08-26 22:08:45
8014|45434|1968-07-17 15:02:07
2748|639|1964-12-28 00:02:53
3769|55674|1990-06-28 00:49:28
1702|10424|1969-07-08 15:07:31
9620|76331|1994-08-09 17:35:49
5622|78872|1963-02-07 04:02:51
3769|72700|1988-02-10 04:11:25
3769|20381|1987-06-08 16:08:02
6236|37737|1988-12-10 01:08:14
3769|63805|1968-03-12 04:27:14
9453|80683|1967-01-13 23:31:09
5652|54997|1988-04-19 13:36:30
3098|68461|1961-04-26 02:33:16
9423|54954|1963-07-18 11:27:41
3766|14765|1980-03-08 21:43:48
5803|84953|2007-08-04 19:15:56
5190|68690|1998-02-22 10:55:32
3766|42803|1973-04-18 03:56:57
3764|1498|1979-10-25 01:13:57
6008|72606|1980-07-09 21:56:54
3763|59520|1996-12-09 07:14:57
3763|51925|1998-04-15 04:34:14
3761|7330|1989-03-29 04:28:20
3760|87396|1971-08-07 21:05:49
3759|60240|1972-02-15 00:56:18
8342|28939|1982-02-15 06:32:03
3757|43092|1974-04-25 22:52:27
3755|96479|2004-11-01 19:23:41
1438|58980|1981-01-01 11:45:57
8604|87662|1984-09-11 03:38:09
3753|96406|2007-09-19 15:48:43
881|40214|1982-06-17 20:50:06
3752|19619|1972-12-08 02:49:25
3185|10310|2003-09-29 13:34:24
3751|94074|1974-05-31 00:47:39
3104|28491|1961-02-20 10:29:52
188|13612|1977-04-29 05:47:12
7074|64007|1965-07-08 23:15:05
3750|8207|1972-09-04 00:30:06
3750|117|1965-07-17 03:29:05
3750|30360|2002-10-14 21:48:58
3748|12726|1964-09-15 05:54:44
3074|65389|2005-03-13 03:12:55
312|78105|2002-11-02 10:59:18
3746|93901|1967-10-18 21:14:02
7889|4278|1989-12-07 22:04:29
4677|53877|1992-12-08 13:54:56
3745|34395|1965-12-02 10:41:06
3006|61762|1998-02-25 03:19:09
746|93175|1968-12-01 18:14:55
4641|99638|1976-06-04 01:35:55
3745|96805|1969-06-17 22:53:43
3745|93842|1968-12-18 12:51:51
3745|21996|1985-01-17 23:11:54
2490|49572|1962-09-26 06:23:12
7749|74027|1962-02-04 18:15:00
3743|21809|1985-01-08 18:16:29
188|12688|1976-12-06 17:23:47
3550|77414|1965-06-16 08:53:34
3742|4198|2000-03-05 02:52:13
2497|85364|2003-01-10 19:26:53
3738|40739|1970-11-23 15:02:59
6997|93751|1980-08-30 22:47:59
3737|87094|1963-03-08 04:25:45
1056|29408|1964-05-11 23:38:17
3506|49820|1995-08-02 17:43:24
4506|69985|1966-05-05 07:00:09
3736|19994|1989-04-08 22:02:49
9094|97497|1983-12-15 00:49:31
3735|13255|1980-06-24 22:15:01
2428|64267|1978-11-06 15:53:26
5000|60948|1965-03-15 16:53:44
3735|97986|1963-07-22 15:20:43
7085|53783|2005-06-04 19:16:30
3520|15298|1994-01-05 03:36:21
2629|76582|1981-10-31 16:19:10
3733|97279|1973-07-02 15:34:40
3731|6410|2000-10-16 06:30:09
3931|42952|1989-04-12 15:00:10
8092|2266|1986-03-22 08:13:52
4695|62486|1987-02-23 16:21:08
4189|61051|1975-04-07 15:44:05
3731|33998|2006-02-13 09:58:18
3727|58249|1965-07-14 02:33:39
6261|67001|2007-04-14 23:34:04
7469|62549|1960-07-15 00:02:13
3726|96170|1961-02-06 23:12:32
1825|1178|1997-07-05 18:24:03
8147|87320|1989-05-21 21:56:36
2691|73560|1983-04-29 07:50:22
8566|20070|1980-09-23 21:07:47
3725|49421|2008-03-02 06:28:53
2532|31085|1994-02-06 00:13:28
3724|11138|1987-08-17 02:23:39
8295|53296|1981-07-31 04:12:01
9516|37536|1987-11-29 01:41:47
3721|24886|1971-05-13 07:27:34
5428|48358|1995-12-06 06:09:58
3718|26756|1964-03-08 03:17:39
3717|79374|1973-07-18 02:34:39
3716|41518|1984-04-17 07:22:57
3369|9499|1985-06-30 23:12:58
3716|8451|1989-02-04 23:14:57
3716|12971|1970-06-28 23:59:10
9626|4332|1978-12-28 01:14:22
3714|2262|1981-06-15 09:46:10
3587|8243|1984-01-09 12:28:36
3714|96783|1979-07-25 15:06:08
3712|95967|1976-02-06 10:04:48
2905|55032|1981-02-07 15:44:32
3711|88537|1995-01-14 11:05:07
8165|50000|1984-11-17 00:38:52
3711|3994|1997-01-08 21:02:09
4934|18817|1973-08-19 02:51:49
3711|34979|2004-04-24 00:59:02
3711|72918|2006-07-22 05:27:16
3711|690|1961-11-03 22:34:24
3710|43768|1986-02-19 02:09:23
3710|49980|1999-04-23 00:34:47
1998|75913|1993-07-09 20:14:06
3709|80648|1985-05-18 07:47:14
2732|96990|1963-07-26 03:48:56
9496|87649|1966-11-19 06:04:47
3709|45521|1979-08-19 16:10:58
3709|42315|1963-09-27 04:42:06
1831|43805|1969-04-28 17:10:00
1879|58205|1970-11-23 22:58:40
3709|29207|1979-07-08 08:32:25
3705|90955|1974-06-19 06:56:14
6866|75291|1963-12-18 01:08:09
8469|42457|1963-05-01 16:35:26
6218|93267|1964-04-07 16:45:46
3704|38315|2008-07-14 07:55:08
3704|76649|1982-08-01 09:53:47
3702|27055|1970-10-15 01:07:24
3702|72446|1964-10-23 23:35:03
6935|71798|1972-05-12 14:10:23
2540|23734|1974-07-06 16:21:32
4304|47594|1994-12-11 13:10:48
3702|89746|1994-01-07 17:50:38
3700|20826|1973-12-08 16:08:49
7045|29641|1990-08-18 08:28:29
3698|79865|1991-05-15 02:57:46
9153|95636|1970-11-17 06:38:37
4196|3647|2000-06-03 15:36:40
3698|1584|1973-01-26 18:06:33
7881|88930|1987-09-04 02:53:20
3799|32140|1967-08-27 19:46:16
3696|81175|2000-03-23 09:44:05
2162|54625|1963-04-21 03:25:58
3695|79747|1988-03-06 20:21:24
1579|19812|1988-07-30 00:55:08
1798|26554|2004-10-05 14:58:12
3683|67950|1987-03-13 03:16:50
6588|84869|1997-03-28 12:57:40
3693|13247|1982-09-20 06:09:19
3690|6742|1993-12-09 13:24:09
2879|19925|1998-11-08 18:18:17
3690|59070|1977-10-10 05:04:08
9783|43220|1961-11-25 09:05:29
2566|4933|1987-12-24 21:56:54
3689|26113|1977-07-26 22:29:53
5597|65746|1969-07-25 11:58:20
3688|10|1993-12-27 22:11:55
8304|20190|1960-03-31 22:25:03
3687|98817|1961-06-18 16:57:32
3686|83684|1964-05-21 11:59:34
3685|76287|2001-11-04 16:57:19
597|89889|1974-06-12 20:20:09
6442|98210|1996-09-21 09:19:39
3661|98836|1981-09-26 07:00:31
7981|7784|1968-09-21 06:31:27
3685|92973|1976-11-13 03:54:03
7617|48307|2004-08-29 05:13:08
3685|67098|1972-02-22 03:09:12
3677|22313|1995-06-04 08:22:33
7541|19633|1971-06-05 20:12:18
3675|11551|1982-11-29 02:38:01
962|94913|1980-08-23 03:40:19
9019|26117|1980-05-06 13:27:50
3602|48946|1961-06-18 09:37:52
3674|68310|2005-12-07 21:38:51
3406|31520|1983-08-19 18:57:55
8900|68536|2008-07-30 10:54:52
3673|85040|2008-11-18 22:02:23
3671|57970|2002-03-07 14:05:25
5314|66978|1988-07-01 20:18:30
3671|42519|1973-02-16 11:01:00
7410|13210|1979-02-27 16:35:14
6562|53335|1978-11-25 10:54:15
3669|76894|1972-01-05 15:15:31
4645|95471|1986-07-03 02:11:47
3668|4870|1977-10-07 09:22:17
3726|76087|1973-10-15 22:24:46
3668|70349|1972-09-04 07:45:16
3667|60910|1971-01-16 03:46:05
3667|12415|1972-09-05 13:13:43
3976|39959|1995-10-23 07:33:31
