Person|University|classYear
5037|26|2004
5036|55|1963
7594|50|2003
5693|33|2000
4928|19|2001
7834|11|1977
5036|43|1974
8982|21|1970
7123|56|1969
4625|3|1966
5036|7|1964
5036|32|1984
7148|25|1977
7423|7|1975
4442|53|1971
5034|38|2002
5034|19|1991
2059|10|1987
7075|6|1974
7508|22|1977
7644|28|1976
5033|30|1965
7476|6|1973
4618|21|1997
5033|35|1966
5714|21|1970
5032|20|2001
5032|49|1968
5031|51|1983
5031|31|1982
1639|29|1969
5031|42|1991
4072|21|1970
5030|25|1993
5858|36|1971
5028|34|2005
5026|24|1970
6969|13|1973
5026|10|1979
4764|28|1997
1448|38|1991
9135|60|1970
2612|12|1966
5026|47|1990
5026|3|1995
5023|16|2003
4996|38|1986
4824|0|1997
2351|37|1980
4487|1|1989
4192|9|1979
5022|24|1996
5600|17|1978
4945|3|1982
786|8|1987
1957|42|1986
5022|1|2005
1464|44|1969
5021|22|1982
5020|20|2002
7463|36|1960
3039|49|2004
3795|15|1987
5846|54|2001
5018|3|1998
9158|22|2004
5017|57|1991
5015|16|1995
5013|56|1984
5012|16|1979
3618|0|2004
1528|57|2007
5011|0|1993
6890|6|1968
4148|49|2007
5011|8|1989
5011|28|1970
9284|18|1962
5010|44|1979
5009|31|1989
6764|54|2001
4072|19|1991
147|60|2003
3239|23|1979
1243|17|1982
5008|61|1995
5005|6|2002
8860|14|1970
5004|5|1984
187|56|2000
5003|57|1964
4919|1|1973
5898|17|1996
2580|30|1962
5002|19|1966
2906|39|1992
5044|51|1981
5002|59|1975
5001|40|1973
4525|52|1991
5000|2|1977
4999|29|1986
4999|55|1972
4998|2|2007
3319|10|2001
8416|18|2000
4996|44|1978
583|24|2006
3168|5|1974
4781|62|1989
4993|18|1989
4993|53|1964
1726|48|1974
4993|44|2004
4176|15|1975
4992|46|2007
4991|57|1984
90|9|1994
8111|58|1996
4990|5|1960
9626|25|2003
4989|21|1998
8406|14|1989
4881|18|2002
4989|6|1984
4988|49|1972
9497|12|1979
4988|0|1991
4988|5|1981
4988|35|1972
787|20|1978
4987|35|2002
9126|10|2001
4987|48|1988
6551|40|1973
4897|15|1981
3983|0|1984
4987|47|1996
4986|62|1980
4986|3|1979
9108|5|1965
4986|28|1988
3694|1|2001
4985|34|1977
9265|48|1984
2999|53|1980
4984|7|1987
4983|24|2003
8711|23|1975
4982|38|2007
6416|39|1996
8134|51|2004
4981|45|1976
5638|11|2003
4981|11|2002
4980|4|2007
4980|34|2001
4978|9|1972
4975|51|1960
4975|7|1977
9417|41|2007
4972|53|1976
5428|18|1988
4971|50|1998
3159|27|2006
4971|32|1984
7063|2|2000
3620|53|1984
3755|20|1997
330|47|1987
4969|39|1992
4968|51|2007
8352|39|1984
4855|44|1996
3850|2|2007
4968|54|1981
4968|61|2004
5857|20|2003
5827|41|2001
4786|15|1981
1246|5|1960
6004|46|1980
4967|8|1962
4966|3|2000
4965|22|1987
4965|57|1986
6462|1|1974
7780|50|1977
3828|8|1981
9109|43|1963
4964|12|1969
4577|20|2004
6971|61|1992
4963|15|2003
7791|30|1977
4962|41|1999
3241|58|1983
4962|29|1997
4961|39|1963
4961|10|1977
2192|19|1981
4961|58|1980
3774|42|1968
1073|32|2003
5118|59|1963
4959|48|1983
4916|19|1999
4959|40|1992
4957|14|2006
449|11|1983
4440|10|1973
4040|45|1972
4956|5|1975
3490|43|1969
5465|50|1998
4955|18|1979
4955|52|1992
4954|46|1962
8091|0|1996
3868|54|1963
4953|35|1962
4257|43|1974
780|4|1973
8331|25|1968
7193|59|1970
2611|44|2002
8745|8|1992
4951|34|1989
4948|15|1972
5846|53|1993
4947|54|1969
6923|26|2002
4944|28|1977
4944|46|1978
4941|58|1972
4941|28|1991
857|11|1998
9002|58|1983
8623|52|1995
4939|0|1970
4938|21|2006
4935|9|1996
4933|52|2001
57|24|1983
4933|0|1977
4933|50|1995
4931|51|1998
3186|22|1969
1284|35|1978
2945|27|1996
4928|44|2003
7518|10|1978
5191|56|1980
4622|4|1981
4926|58|2005
8960|58|1972
4924|32|1962
4924|25|1975
4923|44|2000
4922|25|1990
6871|16|1986
4663|25|1976
5081|4|1965
4921|52|1966
2844|11|1984
8000|20|2006
4921|21|1969
1918|41|1984
3055|18|1962
2581|41|1973
5502|55|1964
4921|42|1988
4921|53|1985
8439|5|1977
8992|51|2006
4920|11|1995
9768|30|1995
4915|32|1968
1025|45|1997
8364|60|1983
4915|38|1991
3334|40|1984
4915|9|1977
7860|46|1981
4912|13|1975
7870|38|1996
4911|59|2001
4223|43|1970
5297|18|1993
4910|0|1992
7481|43|1963
2706|29|1980
4908|10|1975
912|22|1964
7875|52|1982
4908|36|1966
4907|15|1983
4907|60|1981
2026|2|1995
6506|8|1977
2939|34|1972
3398|19|1977
5031|2|1970
4904|33|1971
1392|0|1986
9355|10|1989
4902|52|1980
3889|51|2000
808|33|1977
3185|45|1971
4899|48|1995
6357|12|1984
4897|8|1961
4896|17|1997
4754|62|1982
4895|46|1991
4895|43|1963
3443|32|1966
4892|32|1987
4891|9|1978
4889|15|2001
3617|13|1983
273|24|2003
4889|11|1995
400|11|1991
9744|50|1960
8430|17|1963
4884|6|2005
9378|35|1992
9003|7|1995
4883|53|1977
7095|47|1962
4881|23|1963
4881|56|1983
2872|50|2001
4879|52|1993
1877|46|2002
6039|47|1965
4878|58|1995
3787|0|1962
1107|7|1977
9090|8|1976
4876|59|2002
4874|13|1966
2498|23|1966
4872|18|1973
3903|55|2003
4872|7|1961
4871|24|2000
2651|43|1999
3812|4|1990
231|48|1989
2307|39|1985
4871|51|1999
658|27|1982
4868|58|1969
4867|21|1982
9602|20|1972
5732|7|2001
4865|28|1982
7410|61|2000
4864|39|2005
5075|51|1981
4860|31|1997
2847|60|2005
3153|62|1992
4859|50|1980
7222|55|1971
4859|33|1967
4858|53|2004
4857|5|1974
4857|42|1969
4245|49|1965
3237|37|1962
4855|29|1962
7655|33|1966
3553|21|2001
4854|60|2002
1319|26|1988
5424|48|1984
4851|45|2001
4851|56|1982
4851|58|1994
2413|8|1974
4850|2|2004
4849|14|1963
4846|52|1999
715|42|1966
4481|12|2004
4844|50|1973
8713|40|1965
4844|18|1979
5703|40|1962
4844|41|1982
1907|36|1969
4843|54|1994
4842|5|1979
4842|54|1967
4840|12|1997
4840|1|1967
4838|57|2006
2671|45|1997
4836|14|1997
2772|58|1968
2930|35|1992
573|21|1996
7438|46|1961
3760|43|1989
9277|40|1979
4835|33|1994
4834|48|1964
4834|27|1989
4833|3|1965
4833|51|1992
4390|7|1983
4832|46|1991
4831|18|1974
4828|0|1967
4827|10|1978
4823|23|1991
726|45|2003
4822|8|1996
8537|26|1970
3434|43|1971
4821|7|1988
1187|60|1967
6664|59|1983
4819|18|1966
4817|41|1984
2021|22|1981
4817|9|1979
4351|0|2004
3170|51|1995
4816|3|1983
9871|29|1993
4770|37|1993
4815|62|1962
2962|4|2002
4811|29|1960
4810|26|1989
4809|35|1963
4809|45|1965
1942|62|1969
6887|37|1996
4809|28|1989
1457|8|1978
4618|13|1986
9720|25|2002
4808|37|1998
4808|49|1971
670|55|1976
9827|44|1972
2776|40|1971
4807|51|1969
4807|8|1972
4806|17|2005
4806|6|1994
5186|58|1974
4805|26|1990
58|36|2006
4805|51|1971
727|33|1972
9366|60|1974
4805|13|1985
2743|49|1994
4313|31|1960
4805|35|1993
2685|37|1980
5218|17|1981
4804|45|1964
4802|27|1986
4801|28|1990
4800|32|1967
6836|29|2003
6763|48|1962
3553|34|1972
4800|53|2006
935|19|2001
2356|20|1989
3034|5|2003
9085|7|1983
4798|1|2006
4797|45|1966
4797|5|1999
4794|30|1964
4793|40|1972
4793|10|1990
4792|51|1994
4010|21|2001
4792|62|1991
4792|15|1976
6532|59|1969
4792|42|1977
4791|45|2004
4790|49|1971
4303|34|1976
389|42|1972
2157|62|1991
4790|11|1962
8835|15|1992
4788|55|1987
3580|12|1979
4787|55|1999
7053|40|1984
4786|13|1966
5291|11|1989
4785|28|1978
4785|3|1981
1894|54|1971
3646|29|1969
4783|57|1965
4782|24|1982
5101|19|1966
3257|5|1985
6858|37|1982
8690|32|1974
3042|57|1973
4782|35|2005
232|12|1993
2920|36|1983
7652|42|1967
4782|41|1985
4781|39|1995
4779|43|1973
5616|13|1986
4778|62|2001
4778|52|1992
4777|51|2001
4777|47|1969
4771|32|1983
4770|43|1987
4769|47|1980
9480|27|1992
2929|48|1990
4767|34|2006
4767|57|2005
6792|53|1974
4767|17|2005
4765|43|1963
1010|46|1979
4762|19|1975
4555|46|1982
3960|28|1974
3350|25|1999
1040|10|1996
7483|12|2002
4761|42|1980
4761|41|1980
1297|11|1996
7577|15|1976
2790|44|1992
4761|60|1972
1825|33|1966
4067|44|1992
4761|14|1984
4758|49|1983
642|62|1979
7962|46|2005
4050|42|1960
2622|25|1979
4757|28|2003
4755|50|2005
4755|42|1962
9552|34|1964
2706|13|1989
5118|28|1987
8500|37|1991
4755|13|1972
4755|55|1965
4754|2|1988
8413|11|1974
9687|40|1982
4753|6|1993
5173|34|1972
2728|50|1999
4753|36|2001
6919|1|1971
4752|6|1991
4502|22|1961
2470|61|1974
4752|17|1979
7499|58|1998
4751|36|1976
3204|28|1966
4748|62|1969
3918|11|1971
4748|51|1999
4746|29|1999
4745|35|1978
2756|54|1961
8877|38|1961
4745|60|1993
2310|17|2003
3757|17|1964
4744|41|1967
5720|37|2002
3346|43|2005
4743|25|1976
4743|3|1964
3875|49|1983
4742|52|2002
4680|57|1994
5741|62|1987
3010|14|1975
4742|30|1969
2887|1|1998
4741|34|1978
319|12|1976
3774|43|1970
9790|14|1961
3320|53|1974
72|24|2003
3860|8|1981
3182|55|1997
1214|21|1993
2614|59|1985
4740|42|1963
9901|7|1965
4127|5|1966
5427|37|1973
4738|8|1969
4737|55|2002
4736|57|1963
2552|0|1966
6943|15|1961
4735|44|1984
531|45|2005
4733|36|1999
4732|55|1983
4732|12|1990
6309|29|1964
2904|40|1967
4732|54|2002
5107|34|1978
3056|57|1994
4730|54|1979
4728|27|1976
5329|42|1983
3856|13|1970
4726|14|1971
7097|9|1974
3575|42|1969
5792|16|1999
4726|38|1965
3402|27|1979
1765|3|1996
4720|32|1961
9886|14|1961
4719|9|1968
4632|52|1965
4719|30|1966
9954|62|1967
5861|3|1991
2987|53|2000
4719|59|1996
2255|16|1985
4718|55|1965
6649|59|1969
4718|0|1999
2504|62|1971
4717|6|2003
3190|34|1982
4716|10|1971
4046|60|1968
4348|5|1983
980|21|2001
4714|1|1988
4713|26|1962
4711|13|1989
1182|10|1995
9968|24|1989
4711|9|1993
2584|55|1991
2831|2|1984
3094|7|1978
4711|16|1998
9257|38|1991
4709|28|1999
3416|57|1990
4709|15|2002
2629|46|1986
1561|59|1964
1562|17|1961
4709|35|1993
6439|39|1986
2841|26|1996
7833|12|1965
4708|61|1961
3949|2|1983
9912|49|1970
4706|39|1990
4705|16|1971
6537|51|1997
4703|42|1968
4698|34|1972
8997|10|1971
9941|25|2006
4697|60|1982
9306|28|1963
5736|43|1989
4139|49|2003
4697|22|1978
2820|9|1992
1077|4|2001
4696|34|1981
139|46|2002
1231|13|2004
4093|30|1996
4500|47|2000
3753|26|1965
2530|27|1993
4695|6|1962
4690|56|1999
2171|8|1974
4689|49|1999
2848|41|1995
4688|0|1977
4688|30|2001
7935|33|1993
3714|53|1994
4687|9|1974
5494|4|1962
4684|17|1962
4683|33|1987
4682|57|1998
6362|15|2006
4679|56|2001
7225|53|2003
3468|55|1966
6841|43|1968
2997|23|1974
6786|11|1983
4678|58|1985
1764|8|1974
4677|38|1991
765|22|1973
6382|35|1989
4676|13|1961
3477|38|1987
4674|13|2003
2113|18|1995
4673|17|1985
4445|55|1960
3176|12|1998
4673|27|1961
9020|14|1983
4671|41|1987
1752|20|2007
7887|9|1966
4671|59|1960
230|35|1977
4671|50|1993
4668|41|1993
4668|43|1995
4668|54|1965
8547|52|1980
5020|50|1990
4649|37|1974
4668|18|1983
7106|18|1973
4696|23|1988
4667|53|1976
4667|57|1968
4644|4|2007
8065|45|1975
4666|13|1984
2526|39|1975
5777|7|2007
4664|37|2006
4663|9|1971
3684|2|1988
4663|27|1968
2169|30|1962
2671|53|1970
4419|19|1968
4663|44|2000
4369|43|1998
3086|46|2003
2222|51|1989
4661|48|1971
4659|0|1960
2475|23|1969
4656|59|1984
4655|19|1999
4655|20|1970
4655|47|1971
4654|50|2006
4653|23|1984
4652|32|1962
4102|60|1971
89|60|1988
4650|11|1975
3398|48|1963
4648|45|2005
425|22|1965
4647|41|1983
3354|53|1974
9778|45|2001
4647|0|1974
4645|50|1968
3802|60|1997
7922|36|1993
2923|7|1964
4644|58|1992
6325|29|1961
4644|60|1961
4641|46|2005
2637|20|1998
4640|61|1999
4640|29|1997
4640|16|1971
1095|0|1988
3051|59|1976
4639|12|1974
270|48|1970
302|6|2003
4631|6|1995
3766|35|1978
2569|12|1983
4098|42|1974
4631|56|1971
4630|62|1970
4147|30|1987
5038|25|1991
4628|57|2000
595|6|2004
1020|3|1979
4626|30|1989
4626|16|1971
6585|55|1993
3439|42|1978
749|33|1961
7226|41|2001
4625|53|1989
4624|61|1978
7273|62|1968
4503|20|1974
4154|27|2005
3883|43|1971
4623|20|2002
4620|51|1964
4620|22|2000
4618|1|1966
6685|51|1974
4618|10|1987
4615|16|1968
4615|17|1962
7119|18|1972
4615|43|1981
294|47|1971
4777|32|1971
4615|44|1989
6686|40|1962
4613|0|1989
4611|26|1996
4610|40|1979
1526|12|1966
2435|48|2003
4610|46|2000
4609|34|1972
6094|50|1986
4608|11|1999
4607|43|1968
3407|32|1995
2802|24|1993
4605|38|1972
4578|21|1961
991|38|1974
3411|6|1998
4605|37|1960
6554|27|2007
4604|49|1995
4604|48|2003
7691|1|1996
2782|48|1967
200|36|1987
8321|34|1989
3964|26|1992
4601|25|1988
7550|2|2004
4600|17|1970
699|22|2004
1153|7|2001
5715|50|1996
4599|21|2001
1139|25|1997
4596|57|1975
4595|49|1971
4595|6|1975
4594|15|2004
4593|54|1980
4590|41|1968
4588|25|1978
4587|39|1960
7847|16|1967
7820|37|1970
3446|36|1998
4586|29|1967
6229|41|2007
2888|16|1999
4586|1|1964
4581|19|1977
4580|21|1987
4585|52|1987
4580|52|1993
7030|41|1983
4580|43|1980
3363|30|1965
4578|18|2007
4573|20|1992
6744|24|2004
3338|37|1975
4578|44|1962
7125|35|2003
4574|26|1986
4574|23|1974
4573|33|1980
4573|41|1973
3537|9|1966
4573|4|1991
4569|19|1971
4566|2|1960
9375|29|1970
4565|39|1996
8823|6|1974
4565|21|1986
3097|26|1970
3817|44|1995
4565|52|1977
2842|22|1982
4564|5|1974
8819|48|1996
4560|24|1969
4560|0|1978
4559|43|2002
4558|14|1967
4557|39|1981
8447|50|1993
4557|40|2007
4556|14|2005
7334|24|1971
4011|20|1968
6721|14|1970
4555|35|1983
4419|58|1997
4553|30|1981
4552|18|1971
4551|7|1960
1760|55|1971
4551|3|1969
4452|62|1968
3305|57|1991
4549|30|1974
4547|11|1970
4546|53|1975
7638|18|1982
4545|43|2003
4544|1|1965
4543|15|1993
382|24|1988
9344|62|1990
4542|7|1979
4542|4|1997
4541|47|2003
262|46|1974
4539|24|1984
2135|57|1960
4536|32|1995
4534|45|1987
4533|20|1997
6986|9|1972
2589|7|2006
2416|14|2005
4532|53|1983
4439|2|1994
8400|57|1988
4530|27|1972
8868|51|1978
4529|3|1990
2836|2|2003
4524|52|2001
3582|53|1980
9444|50|1978
4521|49|1989
3893|17|1960
7769|18|1994
4952|29|1969
4521|54|1999
6732|58|1961
9326|38|1982
4520|8|1995
3451|18|1970
4520|55|1967
7720|60|1970
4520|39|1976
347|47|1997
4516|57|1986
5380|19|1981
4516|59|1962
4515|32|1976
4456|49|1961
4514|29|1970
3530|36|2002
4512|61|1998
4455|47|1980
4508|52|2000
2705|13|1964
1127|40|1969
4508|22|1986
4882|54|1993
3412|5|1973
4503|28|2007
3968|50|1978
3269|38|1969
236|31|1977
4501|7|1968
4501|16|1975
4501|45|1986
4500|14|1985
4500|35|1985
4500|55|1997
4499|59|1960
2144|33|1977
9951|39|2001
4499|17|1986
9860|27|1976
4025|42|1987
4498|43|1967
8288|36|1964
4497|20|1989
4084|60|1962
11|25|1984
1992|18|1969
2654|17|1967
9702|4|1976
4493|0|1975
2736|37|1985
7388|4|1980
4491|56|1987
5163|42|1972
4491|0|2006
3503|11|1960
1060|59|1990
3307|19|1999
4488|25|1989
4487|58|1990
3822|38|1970
4707|1|1977
4487|59|1965
3534|2|2002
4486|24|1998
9848|57|1964
4240|26|1989
1870|7|1970
4736|25|1988
4483|15|2001
7124|13|1981
4222|44|1981
2875|3|1966
4483|39|1997
3543|61|1965
5518|27|1979
4482|32|2007
788|39|1999
4482|55|1964
4482|24|1963
4482|26|1961
3456|54|1999
4481|22|1968
404|0|1970
1466|10|1998
4481|11|2002
4480|41|2001
4480|37|1976
4771|31|1982
4479|58|2003
3248|46|1972
721|12|1970
4479|62|1990
4478|58|1972
5849|46|1985
4957|20|1982
4478|1|1966
624|52|1991
4478|22|1995
1260|24|1996
4478|5|2001
2043|55|2004
9468|44|2002
3558|20|1990
4477|5|1969
4476|42|1961
1381|18|2007
4472|13|1973
9179|42|1960
4470|46|1961
326|62|2004
6345|6|1979
4470|42|1992
4469|32|1965
4468|17|1977
312|52|1980
3779|7|2002
3171|30|1981
4466|44|1983
2372|42|1981
8524|55|1985
4465|62|1990
3719|27|1960
2469|10|1965
4438|35|1993
4463|55|1974
9565|30|1986
4463|11|1987
4462|6|1972
4460|49|1994
6296|7|1975
4456|6|1994
4455|55|1981
4455|19|1981
2805|51|1997
4454|33|1982
6176|58|2006
4451|25|1997
3008|43|1999
1610|60|1991
4451|54|2004
4450|47|1964
4449|2|1998
6301|11|1972
3115|59|1967
7852|52|1971
6153|46|1997
4448|34|2000
4953|54|1963
4448|19|1972
3501|0|1965
2391|10|1963
4446|50|2000
1215|17|1993
8931|48|2006
4444|1|1976
4443|32|1977
8959|54|2000
6203|38|2000
4442|15|1976
2114|56|2003
8792|54|1966
4442|59|1990
8967|19|1993
4441|57|2002
4439|50|1995
4439|15|1994
4438|56|1981
4438|52|2001
2950|39|1974
3243|40|1975
5437|42|1991
4436|15|2005
4435|12|2006
7119|39|1991
4433|13|1972
4433|25|1990
455|6|1987
8047|1|2003
8173|13|1964
4432|39|2000
4431|43|1995
4429|16|1971
5724|1|2000
4426|30|1999
4425|52|1986
7171|22|2006
4424|11|2005
5990|62|1963
2471|12|1972
4423|7|1978
9259|11|1967
4423|4|1980
5368|13|1991
4422|35|1996
7080|53|1965
4421|20|2006
1926|27|2001
4421|56|1975
1590|39|1987
8204|4|1960
4420|10|1960
3278|34|1963
8446|21|1960
4420|33|2001
4418|16|1966
38|60|2005
3608|38|1987
4418|3|1982
2452|36|2001
4416|29|1968
5971|22|1964
2737|29|1979
4416|19|1983
4598|55|1972
2709|27|1990
2476|58|1980
3059|56|2001
4415|10|1963
8936|6|1988
5849|48|2004
4413|28|1992
914|19|1973
4412|24|1973
4412|15|1993
6451|6|1965
4411|51|1998
4409|60|2003
2091|33|1978
3480|3|1996
4408|49|2007
4407|61|1966
4405|28|1979
9760|9|1961
4404|9|1996
4403|37|2003
4402|61|1986
7742|52|1966
4399|23|1999
4398|34|1967
3747|47|2000
4398|9|1990
4747|2|1968
4374|32|1993
4397|4|1996
8336|14|1968
5495|9|2005
4330|30|1980
1601|14|1994
4397|51|1971
4397|19|1969
6500|22|1976
4396|33|1978
8525|29|1998
4396|35|1974
3238|15|1994
541|15|1981
4395|35|1985
4181|42|1977
4395|43|1979
8591|29|1992
4394|17|1995
620|18|1982
6078|22|2006
4393|47|1961
4390|33|1980
1865|44|1994
1948|36|1991
3819|6|1992
4387|46|2002
3905|48|1997
4387|33|1991
7208|45|1967
3882|21|1997
4386|32|1978
4386|20|1998
5239|31|1961
4384|59|1999
4384|8|1980
5975|12|2006
6539|17|1997
4383|24|2000
8230|34|1971
4378|6|2000
4377|60|1970
1999|38|2001
4376|40|1982
4373|31|2005
4372|20|1988
4372|31|1979
250|19|1989
4854|15|1995
4371|31|1999
4182|23|1998
9630|54|1993
2550|30|1968
4370|34|1971
3716|34|1971
9050|13|1987
4368|16|1964
884|36|1992
4368|46|2006
2669|16|1969
3680|46|1961
4367|27|1985
1033|26|2007
4367|53|1996
1724|58|1975
4367|39|1987
9647|58|2000
5224|60|1976
4366|41|1966
299|24|1991
4365|42|1997
1179|38|1960
4363|30|1978
130|19|1964
4362|53|1965
4360|12|2007
2725|3|1970
4244|52|1996
4359|40|1989
4356|39|1977
4500|49|1970
4356|23|1993
7171|24|1966
3227|21|1993
9777|23|2003
4355|29|1989
854|42|1974
3070|21|1969
2071|12|2007
4354|6|1962
4354|24|1982
1665|30|1987
3634|55|1961
4351|59|2003
6767|1|1980
3007|29|1991
4383|33|1981
4348|1|2006
4348|3|1996
4696|17|1980
3298|19|1993
3230|38|1972
4348|32|2005
3084|21|1974
4801|11|2003
4345|62|1991
4345|21|1984
4343|32|2004
7380|31|1965
4341|21|1970
4338|52|1975
4338|33|2004
936|14|2007
5030|45|1996
4338|60|1991
3464|59|1963
5739|48|1968
3457|11|1976
9652|41|1990
4337|56|2007
3961|23|1970
8739|20|1993
4336|27|1975
4335|33|1967
3982|35|1968
9114|7|1991
3893|13|1979
4335|32|1982
4334|40|1985
9541|56|1973
9399|3|1971
4332|58|2003
4332|52|1989
1664|22|1962
9506|46|1976
4329|5|1961
5518|12|1969
4329|19|1974
4328|38|2000
4327|9|2001
597|45|1962
6598|46|2002
4325|41|1997
4324|38|1982
3398|62|1978
8851|25|1965
4324|55|1976
4323|21|1979
4323|51|1993
7277|29|1975
4323|4|1992
3059|53|1969
4322|53|2001
4321|4|1999
9311|49|1964
4320|21|1963
4319|43|2005
8798|46|2006
4318|30|1982
4318|47|1972
1375|38|1979
2245|8|1968
4318|10|2003
4317|37|1979
4316|6|1989
4316|19|1992
4216|45|1995
4316|0|1966
4314|13|1975
6255|51|2006
4312|55|1977
9395|21|1982
4311|40|1989
7297|9|1981
5643|26|1975
4311|13|2007
4311|23|1976
930|10|1970
4310|19|1990
4309|16|1979
4309|14|2006
4309|4|1984
7028|12|2002
4308|28|1989
3774|27|1999
4308|42|2005
8148|49|1963
4308|46|1999
4308|37|1961
4307|16|1962
3920|36|2000
3918|55|1997
4306|32|1975
4305|59|1994
4002|50|2006
4304|8|1995
4010|12|2002
4303|47|2003
4303|22|1972
4130|32|1978
4302|33|2004
4954|37|1989
4301|43|1989
4294|24|1966
4294|44|2002
4292|61|1992
4289|39|1983
4287|9|1990
4287|43|1995
2939|51|2000
7321|17|1973
4285|40|1978
5383|16|1988
4284|29|1974
4283|57|1971
110|8|1985
4282|24|1972
4281|31|1975
4281|57|1971
4279|53|2000
4279|62|1992
4277|47|1992
7416|16|1980
4276|56|1997
4275|15|1994
4274|50|1993
7767|40|1995
4274|62|2006
4676|24|1966
4273|2|2000
9801|51|1964
7552|16|1991
2872|49|1960
4271|51|1980
5185|53|1970
2399|28|1965
4270|4|2003
6273|30|1990
4270|51|1963
4269|47|1973
9514|39|1994
4268|42|1993
4268|34|1965
4267|29|1986
4265|58|1962
1073|33|1970
4264|26|1972
7284|37|1974
4264|36|2006
2657|1|2007
4262|52|1961
3201|48|1981
4259|10|1971
4259|29|1985
5308|39|1985
4815|28|2004
4259|51|2004
4258|25|1968
3308|11|1964
4256|31|2007
6702|42|1974
4255|27|2002
7378|41|1985
4050|43|1985
3266|52|1970
2435|17|1976
4253|30|1987
4252|46|1960
4252|37|1972
596|52|2001
4252|5|1993
9153|39|1964
2686|23|1995
4250|2|1965
4249|42|1996
5413|28|1964
4248|36|2005
4247|52|1969
4247|17|2004
4246|25|1962
1803|23|1963
9185|27|1986
4245|40|1997
1256|10|1999
4245|4|1996
1383|59|1984
4243|44|1985
4243|43|1997
4241|33|2003
5504|20|1980
4241|44|1987
4235|62|1982
1604|41|1982
1741|18|1973
4232|12|1984
920|40|1963
3650|37|1984
1403|32|1999
4231|50|1996
3463|60|1989
4231|62|1978
3683|42|1993
8364|2|1972
4231|40|1982
6107|42|1997
4230|5|1983
4229|3|1978
4229|20|1970
3892|55|1983
4228|40|1968
4228|29|2000
4227|9|1969
4225|24|1978
9087|24|1988
4224|7|1981
9073|32|1966
4221|29|1965
4221|57|1997
4221|2|1982
4220|24|1984
4220|8|1992
4219|2|2002
2876|20|1994
4217|15|2005
4217|46|1973
37|12|1989
4217|12|1976
3731|32|1999
4216|8|1970
4212|8|1981
1126|22|1966
7063|35|2001
5656|55|1988
3776|32|1994
5042|43|1986
4211|58|1982
4211|12|1965
4208|0|1980
4207|52|1981
4207|39|1997
2031|56|1979
2865|36|1980
4206|53|1991
990|37|2007
7825|49|2004
3656|15|1978
4205|20|1995
4211|21|1984
4148|20|1967
4200|53|1977
4199|11|1975
4198|62|1981
4197|51|1988
4195|54|1960
1382|52|1979
3734|32|2003
4195|18|2003
2343|58|1967
2469|25|2005
4195|56|1960
5257|31|1970
4193|51|1981
4715|58|1981
4193|11|1974
4192|45|2003
3559|60|1985
4192|3|1968
2929|55|1965
5550|30|1982
4191|59|1971
4190|11|1982
1473|28|1974
3079|40|1981
4190|45|2002
4188|58|1996
4188|20|1960
4188|3|1993
4186|9|1997
4185|35|1989
4165|31|2005
4185|4|1975
3966|12|1999
4185|38|1996
6168|0|1967
4184|38|2001
314|38|1992
7856|41|1965
3072|46|1971
1864|25|1990
7958|28|2000
4183|16|1991
5297|7|1977
4182|54|2003
4182|6|1960
6073|21|1968
4182|15|1976
4181|41|1982
3093|47|1976
3350|8|2005
2403|9|1981
4180|4|2006
4179|27|2001
7951|10|1960
4178|4|1973
4178|41|1964
9123|41|2004
4175|57|1995
4175|44|1980
4175|56|1982
7991|32|1999
3412|14|1994
4174|25|1973
4174|45|2005
8551|49|2006
4174|33|2000
9946|33|1996
3103|20|1994
4172|60|1995
9118|2|1979
7270|36|1963
4168|10|1973
4831|0|1964
4168|28|1970
7718|0|2003
4167|22|1993
1867|45|1979
3905|3|1990
6671|31|1997
4165|54|1989
4165|35|2000
13|20|1986
3334|9|1973
4164|8|1995
4162|28|1994
4162|42|1960
4161|45|1996
4155|23|1976
460|15|1991
4153|11|2004
6234|62|1983
4153|33|1985
7624|38|1973
4153|43|2005
8392|35|1981
4153|58|1995
3727|9|1995
5737|62|1966
5399|50|2000
4152|32|2004
2472|7|1989
4151|58|1976
4151|25|1976
7225|5|1986
3062|17|1977
4150|31|1981
4127|6|1960
3544|62|1983
5655|62|1963
4149|0|1984
4148|29|1960
3872|6|1991
4147|31|1971
4147|34|1987
3526|58|1964
4144|46|1966
919|38|1969
3195|45|1969
6483|44|1978
3995|35|1989
4144|1|1988
1878|21|1989
4139|36|2007
9774|44|2003
5016|49|1981
4139|10|1997
4138|13|1966
4137|18|2004
222|11|1986
6256|57|1962
2727|33|1963
4136|51|1969
3611|4|1978
4135|10|2006
3369|19|2003
4133|59|1995
4131|55|1963
3862|27|1997
7501|55|1996
4131|52|2007
7736|15|1990
3199|26|1962
4129|8|1962
4129|56|1995
8994|48|1963
4129|54|1995
4128|2|1967
5490|22|1962
4125|0|1997
4125|8|1986
4123|44|2004
4123|41|1974
4123|43|1993
4122|61|1966
9744|25|1960
4122|1|1987
8653|31|1997
4122|5|1995
4121|31|1977
3755|58|1973
4119|1|1983
4118|49|2003
4118|50|1981
4117|60|1997
1300|38|1966
8400|53|1964
4115|22|1975
5798|32|1967
4110|20|1963
4109|8|1968
4109|30|1998
4108|57|1984
4107|35|1976
5728|52|1970
3316|62|2001
4103|62|1986
4103|37|1993
7747|45|1998
3707|51|1972
9080|55|2003
